Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
I5	125	19.10.2018	3578.0000	+0.00000000e+00	+0.00000000e+00	+1.51517867e+02	+1.97987772e+02
I5	126	19.11.2018	3609.0000	+0.00000000e+00	+0.00000000e+00	+1.52298354e+02	+1.98660513e+02
I5	127	19.12.2018	3639.0000	+0.00000000e+00	+0.00000000e+00	+1.51476498e+02	+1.99314193e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
I6	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71807088e+02
I6	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71807088e+02
I6	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71807088e+02
I6	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71807088e+02
I6	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71807088e+02
I6	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71807088e+02
I6	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71807088e+02
I6	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71807088e+02
I6	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71700443e+02
I6	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71418717e+02
I6	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.70949241e+02
I6	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.70112472e+02
I6	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69335959e+02
I6	15	27.10.2009	299.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.68529933e+02
I6	16	27.11.2009	330.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67596333e+02
I6	17	26.12.2009	359.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66693496e+02
I6	18	26.01.2010	390.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.65605615e+02
I6	19	25.02.2010	420.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64479315e+02
I6	20	26.03.2010	449.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63301677e+02
I6	21	26.04.2010	480.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61856575e+02
I6	22	25.05.2010	509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60409441e+02
I6	23	24.06.2010	539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58854176e+02
I6	24	25.07.2010	570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57201367e+02
I6	25	30.07.2010	575.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56933682e+02
I6	26	09.08.2010	585.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56392603e+02
I6	27	23.08.2010	599.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55622857e+02
I6	28	23.09.2010	630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53868161e+02
I6	29	23.10.2010	660.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.52278441e+02
I6	30	21.11.2010	689.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.50989696e+02
I6	31	22.12.2010	720.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.50095642e+02
I6	32	20.01.2011	749.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49984881e+02
I6	33	20.02.2011	780.0000	+0.00000000e+00	+0.00000000e+00	+1.40506246e+02	+1.52755414e+02
I6	34	22.03.2011	810.0000	+0.00000000e+00	+0.00000000e+00	+1.41143321e+02	+1.53531042e+02
I6	35	20.04.2011	839.0000	+0.00000000e+00	+0.00000000e+00	+1.41675597e+02	+1.54186573e+02
I6	36	21.05.2011	870.0000	+0.00000000e+00	+0.00000000e+00	+1.41547354e+02	+1.54980778e+02
I6	37	20.06.2011	900.0000	+0.00000000e+00	+0.00000000e+00	+1.40973021e+02	+1.55774371e+02
I6	38	20.07.2011	930.0000	+0.00000000e+00	+0.00000000e+00	+1.40835815e+02	+1.56548934e+02
I6	39	20.08.2011	961.0000	+0.00000000e+00	+0.00000000e+00	+1.40486251e+02	+1.57314414e+02
I6	40	19.09.2011	991.0000	+0.00000000e+00	+0.00000000e+00	+1.41683181e+02	+1.58019332e+02
I6	41	20.10.2011	1022.0000	+0.00000000e+00	+0.00000000e+00	+1.41827282e+02	+1.58723389e+02
I6	42	19.11.2011	1052.0000	+0.00000000e+00	+0.00000000e+00	+1.41488059e+02	+1.59377221e+02
I6	43	20.12.2011	1083.0000	+0.00000000e+00	+0.00000000e+00	+1.41095058e+02	+1.60026369e+02
I6	44	19.01.2012	1113.0000	+0.00000000e+00	+0.00000000e+00	+1.42024472e+02	+1.60635142e+02
I6	45	18.02.2012	1143.0000	+0.00000000e+00	+0.00000000e+00	+1.41545286e+02	+1.61223965e+02
I6	46	20.03.2012	1174.0000	+0.00000000e+00	+0.00000000e+00	+1.42165125e+02	+1.61828826e+02
I6	47	19.04.2012	1204.0000	+0.00000000e+00	+0.00000000e+00	+1.43019386e+02	+1.62402076e+02
I6	48	20.05.2012	1235.0000	+0.00000000e+00	+0.00000000e+00	+1.42500900e+02	+1.62976719e+02
I6	49	19.06.2012	1265.0000	+0.00000000e+00	+0.00000000e+00	+1.40950958e+02	+1.63514575e+02
I6	50	20.07.2012	1296.0000	+0.00000000e+00	+0.00000000e+00	+1.42324394e+02	+1.64066724e+02
I6	51	19.08.2012	1326.0000	+0.00000000e+00	+0.00000000e+00	+1.43839173e+02	+1.64596625e+02
I6	52	18.09.2012	1356.0000	+0.00000000e+00	+0.00000000e+00	+1.42160988e+02	+1.65124365e+02
I6	53	19.10.2012	1387.0000	+0.00000000e+00	+0.00000000e+00	+1.42579500e+02	+1.65656965e+02
I6	54	18.11.2012	1417.0000	+0.00000000e+00	+0.00000000e+00	+1.42413336e+02	+1.66167951e+02
I6	55	19.12.2012	1448.0000	+0.00000000e+00	+0.00000000e+00	+1.42409889e+02	+1.66692501e+02
I6	56	18.01.2013	1478.0000	+0.00000000e+00	+0.00000000e+00	+1.42784964e+02	+1.67198808e+02
I6	57	18.02.2013	1509.0000	+0.00000000e+00	+0.00000000e+00	+1.43211749e+02	+1.67706718e+02
I6	58	20.03.2013	1539.0000	+0.00000000e+00	+0.00000000e+00	+1.43228986e+02	+1.68203039e+02
I6	59	20.04.2013	1570.0000	+0.00000000e+00	+0.00000000e+00	+1.42909759e+02	+1.68719890e+02
I6	60	20.05.2013	1600.0000	+0.00000000e+00	+0.00000000e+00	+1.43473061e+02	+1.69215374e+02
I6	61	19.06.2013	1630.0000	+0.00000000e+00	+0.00000000e+00	+1.43573724e+02	+1.69710717e+02
I6	62	20.07.2013	1661.0000	+0.00000000e+00	+0.00000000e+00	+1.42824953e+02	+1.70217902e+02
I6	63	19.08.2013	1691.0000	+0.00000000e+00	+0.00000000e+00	+1.42915964e+02	+1.70704139e+02
I6	64	19.09.2013	1722.0000	+0.00000000e+00	+0.00000000e+00	+1.43884678e+02	+1.71209543e+02
I6	65	19.10.2013	1752.0000	+0.00000000e+00	+0.00000000e+00	+1.43443413e+02	+1.71699142e+02
I6	66	19.11.2013	1783.0000	+0.00000000e+00	+0.00000000e+00	+1.43369639e+02	+1.72193765e+02
I6	67	19.12.2013	1813.0000	+0.00000000e+00	+0.00000000e+00	+1.43794357e+02	+1.72668441e+02
I6	68	19.01.2014	1844.0000	+0.00000000e+00	+0.00000000e+00	+1.43904673e+02	+1.73147180e+02
I6	69	18.02.2014	1874.0000	+0.00000000e+00	+0.00000000e+00	+1.43815041e+02	+1.73602703e+02
I6	70	20.03.2014	1904.0000	+0.00000000e+00	+0.00000000e+00	+1.43305518e+02	+1.74054057e+02
I6	71	20.04.2014	1935.0000	+0.00000000e+00	+0.00000000e+00	+1.43837794e+02	+1.74514759e+02
I6	72	20.05.2014	1965.0000	+0.00000000e+00	+0.00000000e+00	+1.43835725e+02	+1.74953854e+02
I6	73	20.06.2014	1996.0000	+0.00000000e+00	+0.00000000e+00	+1.43683351e+02	+1.75403999e+02
I6	74	20.07.2014	2026.0000	+0.00000000e+00	+0.00000000e+00	+1.43625435e+02	+1.75833654e+02
I6	75	20.08.2014	2057.0000	+0.00000000e+00	+0.00000000e+00	+1.43712309e+02	+1.76271976e+02
I6	76	19.09.2014	2087.0000	+0.00000000e+00	+0.00000000e+00	+1.43919152e+02	+1.76691240e+02
I6	77	19.10.2014	2117.0000	+0.00000000e+00	+0.00000000e+00	+1.44745834e+02	+1.77118233e+02
I6	78	19.11.2014	2148.0000	+0.00000000e+00	+0.00000000e+00	+1.44179774e+02	+1.77557665e+02
I6	79	19.12.2014	2178.0000	+0.00000000e+00	+0.00000000e+00	+1.44030847e+02	+1.77980396e+02
I6	80	19.01.2015	2209.0000	+0.00000000e+00	+0.00000000e+00	+1.44015679e+02	+1.78401585e+02
I6	81	18.02.2015	2239.0000	+0.00000000e+00	+0.00000000e+00	+1.44139095e+02	+1.78814463e+02
I6	82	21.03.2015	2270.0000	+0.00000000e+00	+0.00000000e+00	+1.44203216e+02	+1.79241463e+02
I6	83	20.04.2015	2300.0000	+0.00000000e+00	+0.00000000e+00	+1.43908120e+02	+1.79647554e+02
I6	84	21.05.2015	2331.0000	+0.00000000e+00	+0.00000000e+00	+1.45576652e+02	+1.80066001e+02
I6	85	20.06.2015	2361.0000	+0.00000000e+00	+0.00000000e+00	+1.43830899e+02	+1.80465741e+02
I6	86	20.07.2015	2391.0000	+0.00000000e+00	+0.00000000e+00	+1.44619659e+02	+1.80861733e+02
I6	87	20.08.2015	2422.0000	+0.00000000e+00	+0.00000000e+00	+1.44719633e+02	+1.81266794e+02
I6	88	19.09.2015	2452.0000	+0.00000000e+00	+0.00000000e+00	+1.43686798e+02	+1.81656258e+02
I6	89	20.10.2015	2483.0000	+0.00000000e+00	+0.00000000e+00	+1.44658960e+02	+1.82059494e+02
I6	90	19.11.2015	2513.0000	+0.00000000e+00	+0.00000000e+00	+1.44874765e+02	+1.82443977e+02
I6	91	20.12.2015	2544.0000	+0.00000000e+00	+0.00000000e+00	+1.45323614e+02	+1.82837492e+02
I6	92	19.01.2016	2574.0000	+0.00000000e+00	+0.00000000e+00	+1.45018866e+02	+1.83227198e+02
I6	93	18.02.2016	2604.0000	+0.00000000e+00	+0.00000000e+00	+1.45792458e+02	+1.83612912e+02
I6	94	20.03.2016	2635.0000	+0.00000000e+00	+0.00000000e+00	+1.45404973e+02	+1.84005797e+02
I6	95	19.04.2016	2665.0000	+0.00000000e+00	+0.00000000e+00	+1.45661458e+02	+1.84384894e+02
I6	96	20.05.2016	2696.0000	+0.00000000e+00	+0.00000000e+00	+1.44338353e+02	+1.84766321e+02
I6	97	19.06.2016	2726.0000	+0.00000000e+00	+0.00000000e+00	+1.45822795e+02	+1.85135842e+02
I6	98	20.07.2016	2757.0000	+0.00000000e+00	+0.00000000e+00	+1.45252598e+02	+1.85517471e+02
I6	99	19.08.2016	2787.0000	+0.00000000e+00	+0.00000000e+00	+1.45790390e+02	+1.85884837e+02
I6	100	18.09.2016	2817.0000	+0.00000000e+00	+0.00000000e+00	+1.45911737e+02	+1.86257848e+02
I6	101	19.10.2016	2848.0000	+0.00000000e+00	+0.00000000e+00	+1.46395060e+02	+1.86641064e+02
I6	102	18.11.2016	2878.0000	+0.00000000e+00	+0.00000000e+00	+1.44769276e+02	+1.87023111e+02
I6	103	19.12.2016	2909.0000	+0.00000000e+00	+0.00000000e+00	+1.46353002e+02	+1.87407126e+02
I6	104	18.01.2017	2939.0000	+0.00000000e+00	+0.00000000e+00	+1.45614573e+02	+1.87766592e+02
I6	105	18.02.2017	2970.0000	+0.00000000e+00	+0.00000000e+00	+1.45694552e+02	+1.88138908e+02
I6	106	20.03.2017	3000.0000	+0.00000000e+00	+0.00000000e+00	+1.44842360e+02	+1.88503939e+02
I6	107	20.04.2017	3031.0000	+0.00000000e+00	+0.00000000e+00	+1.46113754e+02	+1.88870206e+02
I6	108	20.05.2017	3061.0000	+0.00000000e+00	+0.00000000e+00	+1.45755916e+02	+1.89231712e+02
I6	109	19.06.2017	3091.0000	+0.00000000e+00	+0.00000000e+00	+1.45835206e+02	+1.89592118e+02
I6	110	20.07.2017	3122.0000	+0.00000000e+00	+0.00000000e+00	+1.46415055e+02	+1.90388733e+02
I6	111	19.08.2017	3152.0000	+0.00000000e+00	+0.00000000e+00	+1.47177615e+02	+1.90992638e+02
I6	112	19.09.2017	3183.0000	+0.00000000e+00	+0.00000000e+00	+1.45984822e+02	+1.91547665e+02
I6	113	19.10.2017	3213.0000	+0.00000000e+00	+0.00000000e+00	+1.47041099e+02	+1.92056571e+02
I6	114	19.11.2017	3244.0000	+0.00000000e+00	+0.00000000e+00	+1.47309995e+02	+1.92573029e+02
I6	115	19.12.2017	3274.0000	+0.00000000e+00	+0.00000000e+00	+1.46837704e+02	+1.93063685e+02
I6	116	19.01.2018	3305.0000	+0.00000000e+00	+0.00000000e+00	+1.47690585e+02	+1.93576462e+02
I6	117	18.02.2018	3335.0000	+0.00000000e+00	+0.00000000e+00	+1.46939746e+02	+1.94069214e+02
I6	118	20.03.2018	3365.0000	+0.00000000e+00	+0.00000000e+00	+1.46831498e+02	+1.94661862e+02
I6	119	20.04.2018	3396.0000	+0.00000000e+00	+0.00000000e+00	+1.47649217e+02	+1.95325473e+02
I6	120	20.05.2018	3426.0000	+0.00000000e+00	+0.00000000e+00	+1.48759963e+02	+1.95979949e+02
I6	121	20.06.2018	3457.0000	+0.00000000e+00	+0.00000000e+00	+1.49718334e+02	+1.96662906e+02
I6	122	20.07.2018	3487.0000	+0.00000000e+00	+0.00000000e+00	+1.49607329e+02	+1.97345729e+02
I6	123	20.08.2018	3518.0000	+0.00000000e+00	+0.00000000e+00	+1.49290170e+02	+1.98043477e+02
I6	124	19.09.2018	3548.0000	+0.00000000e+00	+0.00000000e+00	+1.49214327e+02	+1.98702519e+02
I6	125	19.10.2018	3578.0000	+0.00000000e+00	+0.00000000e+00	+1.49383249e+02	+1.99350724e+02
I6	126	19.11.2018	3609.0000	+0.00000000e+00	+0.00000000e+00	+1.50002399e+02	+2.00024332e+02
I6	127	19.12.2018	3639.0000	+0.00000000e+00	+0.00000000e+00	+1.50465037e+02	+2.00674383e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
I7	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71917031e+02
I7	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71917031e+02
I7	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71917031e+02
I7	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71917031e+02
I7	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71917031e+02
I7	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71917031e+02
I7	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71917031e+02
I7	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71917031e+02
I7	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71730922e+02
I7	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71263034e+02
I7	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.70540371e+02
I7	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69677684e+02
I7	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.68901917e+02
I7	15	27.10.2009	299.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.68159468e+02
I7	16	27.11.2009	330.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67317626e+02
I7	17	26.12.2009	359.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66486961e+02
I7	18	26.01.2010	390.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.65504993e+02
I7	19	25.02.2010	420.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64479154e+02
I7	20	26.03.2010	449.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63339758e+02
I7	21	26.04.2010	480.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61935498e+02
I7	22	25.05.2010	509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60555577e+02
I7	23	24.06.2010	539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59073871e+02
I7	24	25.07.2010	570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57489242e+02
I7	25	30.07.2010	575.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57233678e+02
I7	26	09.08.2010	585.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56718447e+02
I7	27	23.08.2010	599.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55986217e+02
I7	28	23.09.2010	630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54321495e+02
I7	29	23.10.2010	660.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.52760646e+02
I7	30	21.11.2010	689.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51397958e+02
I7	31	22.12.2010	720.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.50270466e+02
I7	32	20.01.2011	749.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49666328e+02
I7	33	20.02.2011	780.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49819298e+02
I7	34	22.03.2011	810.0000	+0.00000000e+00	+0.00000000e+00	+1.40933721e+02	+1.51022467e+02
I7	35	20.04.2011	839.0000	+0.00000000e+00	+0.00000000e+00	+1.41625955e+02	+1.52057699e+02
I7	36	21.05.2011	870.0000	+0.00000000e+00	+0.00000000e+00	+1.42331978e+02	+1.53165684e+02
I7	37	20.06.2011	900.0000	+0.00000000e+00	+0.00000000e+00	+1.41393601e+02	+1.54178834e+02
I7	38	20.07.2011	930.0000	+0.00000000e+00	+0.00000000e+00	+1.41845208e+02	+1.55114268e+02
I7	39	20.08.2011	961.0000	+0.00000000e+00	+0.00000000e+00	+1.41764539e+02	+1.56008138e+02
I7	40	19.09.2011	991.0000	+0.00000000e+00	+0.00000000e+00	+1.41491507e+02	+1.56817741e+02
I7	41	20.10.2011	1022.0000	+0.00000000e+00	+0.00000000e+00	+1.43468924e+02	+1.57616730e+02
I7	42	19.11.2011	1052.0000	+0.00000000e+00	+0.00000000e+00	+1.42551231e+02	+1.58340073e+02
I7	43	20.12.2011	1083.0000	+0.00000000e+00	+0.00000000e+00	+1.43506156e+02	+1.59052695e+02
I7	44	19.01.2012	1113.0000	+0.00000000e+00	+0.00000000e+00	+1.42689816e+02	+1.59722337e+02
I7	45	18.02.2012	1143.0000	+0.00000000e+00	+0.00000000e+00	+1.44210800e+02	+1.60355216e+02
I7	46	20.03.2012	1174.0000	+0.00000000e+00	+0.00000000e+00	+1.43247602e+02	+1.61004026e+02
I7	47	19.04.2012	1204.0000	+0.00000000e+00	+0.00000000e+00	+1.42804959e+02	+1.61614169e+02
I7	48	20.05.2012	1235.0000	+0.00000000e+00	+0.00000000e+00	+1.43254497e+02	+1.62228119e+02
I7	49	19.06.2012	1265.0000	+0.00000000e+00	+0.00000000e+00	+1.43944662e+02	+1.62800308e+02
I7	50	20.07.2012	1296.0000	+0.00000000e+00	+0.00000000e+00	+1.44243205e+02	+1.63384815e+02
I7	51	19.08.2012	1326.0000	+0.00000000e+00	+0.00000000e+00	+1.42989049e+02	+1.63942131e+02
I7	52	18.09.2012	1356.0000	+0.00000000e+00	+0.00000000e+00	+1.44379722e+02	+1.64498240e+02
I7	53	19.10.2012	1387.0000	+0.00000000e+00	+0.00000000e+00	+1.43891573e+02	+1.65050180e+02
I7	54	18.11.2012	1417.0000	+0.00000000e+00	+0.00000000e+00	+1.43948799e+02	+1.65581995e+02
I7	55	19.12.2012	1448.0000	+0.00000000e+00	+0.00000000e+00	+1.43801251e+02	+1.66119295e+02
I7	56	18.01.2013	1478.0000	+0.00000000e+00	+0.00000000e+00	+1.43941215e+02	+1.66642907e+02
I7	57	18.02.2013	1509.0000	+0.00000000e+00	+0.00000000e+00	+1.44289400e+02	+1.67163352e+02
I7	58	20.03.2013	1539.0000	+0.00000000e+00	+0.00000000e+00	+1.43775051e+02	+1.67675294e+02
I7	59	20.04.2013	1570.0000	+0.00000000e+00	+0.00000000e+00	+1.44104621e+02	+1.68205569e+02
I7	60	20.05.2013	1600.0000	+0.00000000e+00	+0.00000000e+00	+1.45016798e+02	+1.68708066e+02
I7	61	19.06.2013	1630.0000	+0.00000000e+00	+0.00000000e+00	+1.44758934e+02	+1.69214546e+02
I7	62	20.07.2013	1661.0000	+0.00000000e+00	+0.00000000e+00	+1.44169432e+02	+1.69734057e+02
I7	63	19.08.2013	1691.0000	+0.00000000e+00	+0.00000000e+00	+1.44979566e+02	+1.70236638e+02
I7	64	19.09.2013	1722.0000	+0.00000000e+00	+0.00000000e+00	+1.43859857e+02	+1.70754408e+02
I7	65	19.10.2013	1752.0000	+0.00000000e+00	+0.00000000e+00	+1.45047824e+02	+1.71261454e+02
I7	66	19.11.2013	1783.0000	+0.00000000e+00	+0.00000000e+00	+1.43999131e+02	+1.71769306e+02
I7	67	19.12.2013	1813.0000	+0.00000000e+00	+0.00000000e+00	+1.45133319e+02	+1.72254458e+02
I7	68	19.01.2014	1844.0000	+0.00000000e+00	+0.00000000e+00	+1.45999990e+02	+1.72739840e+02
I7	69	18.02.2014	1874.0000	+0.00000000e+00	+0.00000000e+00	+1.45629742e+02	+1.73201125e+02
I7	70	20.03.2014	1904.0000	+0.00000000e+00	+0.00000000e+00	+1.44343180e+02	+1.73662951e+02
I7	71	20.04.2014	1935.0000	+0.00000000e+00	+0.00000000e+00	+1.44563812e+02	+1.74137156e+02
I7	72	20.05.2014	1965.0000	+0.00000000e+00	+0.00000000e+00	+1.45090572e+02	+1.74587579e+02
I7	73	20.06.2014	1996.0000	+0.00000000e+00	+0.00000000e+00	+1.44923718e+02	+1.75049161e+02
I7	74	20.07.2014	2026.0000	+0.00000000e+00	+0.00000000e+00	+1.45298104e+02	+1.75490740e+02
I7	75	20.08.2014	2057.0000	+0.00000000e+00	+0.00000000e+00	+1.44155642e+02	+1.75941218e+02
I7	76	19.09.2014	2087.0000	+0.00000000e+00	+0.00000000e+00	+1.45356020e+02	+1.76371472e+02
I7	77	19.10.2014	2117.0000	+0.00000000e+00	+0.00000000e+00	+1.45653184e+02	+1.76817009e+02
I7	78	19.11.2014	2148.0000	+0.00000000e+00	+0.00000000e+00	+1.46106170e+02	+1.77262798e+02
I7	79	19.12.2014	2178.0000	+0.00000000e+00	+0.00000000e+00	+1.46424708e+02	+1.77693994e+02
I7	80	19.01.2015	2209.0000	+0.00000000e+00	+0.00000000e+00	+1.45329820e+02	+1.78123789e+02
I7	81	18.02.2015	2239.0000	+0.00000000e+00	+0.00000000e+00	+1.45101603e+02	+1.78549390e+02
I7	82	21.03.2015	2270.0000	+0.00000000e+00	+0.00000000e+00	+1.46664645e+02	+1.78985746e+02
I7	83	20.04.2015	2300.0000	+0.00000000e+00	+0.00000000e+00	+1.45100914e+02	+1.79394500e+02
I7	84	21.05.2015	2331.0000	+0.00000000e+00	+0.00000000e+00	+1.45821416e+02	+1.79818037e+02
I7	85	20.06.2015	2361.0000	+0.00000000e+00	+0.00000000e+00	+1.46523303e+02	+1.80233325e+02
I7	86	20.07.2015	2391.0000	+0.00000000e+00	+0.00000000e+00	+1.45732474e+02	+1.80637776e+02
I7	87	20.08.2015	2422.0000	+0.00000000e+00	+0.00000000e+00	+1.46401265e+02	+1.81052904e+02
I7	88	19.09.2015	2452.0000	+0.00000000e+00	+0.00000000e+00	+1.46002059e+02	+1.81448567e+02
I7	89	20.10.2015	2483.0000	+0.00000000e+00	+0.00000000e+00	+1.45933801e+02	+1.81852471e+02
I7	90	19.11.2015	2513.0000	+0.00000000e+00	+0.00000000e+00	+1.46756346e+02	+1.82241237e+02
I7	91	20.12.2015	2544.0000	+0.00000000e+00	+0.00000000e+00	+1.46043427e+02	+1.82647056e+02
I7	92	19.01.2016	2574.0000	+0.00000000e+00	+0.00000000e+00	+1.46546745e+02	+1.83047639e+02
I7	93	18.02.2016	2604.0000	+0.00000000e+00	+0.00000000e+00	+1.47227947e+02	+1.83440943e+02
I7	94	20.03.2016	2635.0000	+0.00000000e+00	+0.00000000e+00	+1.46126164e+02	+1.83839900e+02
I7	95	19.04.2016	2665.0000	+0.00000000e+00	+0.00000000e+00	+1.47298274e+02	+1.84223755e+02
I7	96	20.05.2016	2696.0000	+0.00000000e+00	+0.00000000e+00	+1.47002488e+02	+1.84609124e+02
I7	97	19.06.2016	2726.0000	+0.00000000e+00	+0.00000000e+00	+1.46485381e+02	+1.84990229e+02
I7	98	20.07.2016	2757.0000	+0.00000000e+00	+0.00000000e+00	+1.47268626e+02	+1.85373558e+02
I7	99	19.08.2016	2787.0000	+0.00000000e+00	+0.00000000e+00	+1.47167273e+02	+1.85753556e+02
I7	100	18.09.2016	2817.0000	+0.00000000e+00	+0.00000000e+00	+1.47198300e+02	+1.86124630e+02
I7	101	19.10.2016	2848.0000	+0.00000000e+00	+0.00000000e+00	+1.47787112e+02	+1.86508031e+02
I7	102	18.11.2016	2878.0000	+0.00000000e+00	+0.00000000e+00	+1.46372307e+02	+1.86888169e+02
I7	103	19.12.2016	2909.0000	+0.00000000e+00	+0.00000000e+00	+1.47303789e+02	+1.87275100e+02
I7	104	18.01.2017	2939.0000	+0.00000000e+00	+0.00000000e+00	+1.46670161e+02	+1.87633019e+02
I7	105	18.02.2017	2970.0000	+0.00000000e+00	+0.00000000e+00	+1.47006625e+02	+1.88018686e+02
I7	106	20.03.2017	3000.0000	+0.00000000e+00	+0.00000000e+00	+1.46488829e+02	+1.88388388e+02
I7	107	20.04.2017	3031.0000	+0.00000000e+00	+0.00000000e+00	+1.47180373e+02	+1.88758524e+02
I7	108	20.05.2017	3061.0000	+0.00000000e+00	+0.00000000e+00	+1.47405832e+02	+1.89126685e+02
I7	109	19.06.2017	3091.0000	+0.00000000e+00	+0.00000000e+00	+1.47298963e+02	+1.89497533e+02
I7	110	20.07.2017	3122.0000	+0.00000000e+00	+0.00000000e+00	+1.47174858e+02	+1.90121258e+02
