Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
I7	18	26.01.2010	390.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.65087951e+02
I7	19	25.02.2010	420.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64009545e+02
I7	20	26.03.2010	449.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62792652e+02
I7	21	26.04.2010	480.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61334128e+02
I7	22	25.05.2010	509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59904039e+02
I7	23	24.06.2010	539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58375018e+02
I7	24	25.07.2010	570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56745927e+02
I7	25	30.07.2010	575.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56482914e+02
I7	26	09.08.2010	585.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55953022e+02
I7	27	23.08.2010	599.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55200281e+02
I7	28	23.09.2010	630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53490910e+02
I7	29	23.10.2010	660.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51908333e+02
I7	30	21.11.2010	689.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.50549419e+02
I7	31	22.12.2010	720.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49425722e+02
I7	32	20.01.2011	749.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.48817085e+02
I7	33	20.02.2011	780.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.48967368e+02
I7	34	22.03.2011	810.0000	+0.00000000e+00	+0.00000000e+00	+1.40933721e+02	+1.50502620e+02
I7	35	20.04.2011	839.0000	+0.00000000e+00	+0.00000000e+00	+1.41625955e+02	+1.51504005e+02
I7	36	21.05.2011	870.0000	+0.00000000e+00	+0.00000000e+00	+1.42331978e+02	+1.52554525e+02
I7	37	20.06.2011	900.0000	+0.00000000e+00	+0.00000000e+00	+1.41393601e+02	+1.53524662e+02
I7	38	20.07.2011	930.0000	+0.00000000e+00	+0.00000000e+00	+1.41845208e+02	+1.54424784e+02
I7	39	20.08.2011	961.0000	+0.00000000e+00	+0.00000000e+00	+1.41764539e+02	+1.55282770e+02
I7	40	19.09.2011	991.0000	+0.00000000e+00	+0.00000000e+00	+1.41491507e+02	+1.56059377e+02
I7	41	20.10.2011	1022.0000	+0.00000000e+00	+0.00000000e+00	+1.43468924e+02	+1.56828228e+02
I7	42	19.11.2011	1052.0000	+0.00000000e+00	+0.00000000e+00	+1.42551231e+02	+1.57522803e+02
I7	43	20.12.2011	1083.0000	+0.00000000e+00	+0.00000000e+00	+1.43506156e+02	+1.58207211e+02
I7	44	19.01.2012	1113.0000	+0.00000000e+00	+0.00000000e+00	+1.42689816e+02	+1.58847961e+02
I7	45	18.02.2012	1143.0000	+0.00000000e+00	+0.00000000e+00	+1.44210800e+02	+1.59446519e+02
I7	46	20.03.2012	1174.0000	+0.00000000e+00	+0.00000000e+00	+1.43247602e+02	+1.60058070e+02
I7	47	19.04.2012	1204.0000	+0.00000000e+00	+0.00000000e+00	+1.42804959e+02	+1.60631425e+02
I7	48	20.05.2012	1235.0000	+0.00000000e+00	+0.00000000e+00	+1.43254497e+02	+1.61206155e+02
I7	49	19.06.2012	1265.0000	+0.00000000e+00	+0.00000000e+00	+1.43944662e+02	+1.61737731e+02
I7	50	20.07.2012	1296.0000	+0.00000000e+00	+0.00000000e+00	+1.44243205e+02	+1.62282025e+02
I7	51	19.08.2012	1326.0000	+0.00000000e+00	+0.00000000e+00	+1.42989049e+02	+1.62795279e+02
I7	52	18.09.2012	1356.0000	+0.00000000e+00	+0.00000000e+00	+1.44379722e+02	+1.63307928e+02
I7	53	19.10.2012	1387.0000	+0.00000000e+00	+0.00000000e+00	+1.43891573e+02	+1.63812194e+02
I7	54	18.11.2012	1417.0000	+0.00000000e+00	+0.00000000e+00	+1.43948799e+02	+1.64299744e+02
I7	55	19.12.2012	1448.0000	+0.00000000e+00	+0.00000000e+00	+1.43801251e+02	+1.64788044e+02
I7	56	18.01.2013	1478.0000	+0.00000000e+00	+0.00000000e+00	+1.43941215e+02	+1.65264377e+02
I7	57	18.02.2013	1509.0000	+0.00000000e+00	+0.00000000e+00	+1.44289400e+02	+1.65731988e+02
I7	58	20.03.2013	1539.0000	+0.00000000e+00	+0.00000000e+00	+1.43775051e+02	+1.66191886e+02
I7	59	20.04.2013	1570.0000	+0.00000000e+00	+0.00000000e+00	+1.44104621e+02	+1.66668950e+02
I7	60	20.05.2013	1600.0000	+0.00000000e+00	+0.00000000e+00	+1.45016798e+02	+1.67119217e+02
I7	61	19.06.2013	1630.0000	+0.00000000e+00	+0.00000000e+00	+1.44758934e+02	+1.67573344e+02
I7	62	20.07.2013	1661.0000	+0.00000000e+00	+0.00000000e+00	+1.44169432e+02	+1.68041176e+02
I7	63	19.08.2013	1691.0000	+0.00000000e+00	+0.00000000e+00	+1.44979566e+02	+1.68495812e+02
I7	64	19.09.2013	1722.0000	+0.00000000e+00	+0.00000000e+00	+1.43859857e+02	+1.68964894e+02
I7	65	19.10.2013	1752.0000	+0.00000000e+00	+0.00000000e+00	+1.45047824e+02	+1.69426525e+02
I7	66	19.11.2013	1783.0000	+0.00000000e+00	+0.00000000e+00	+1.43999131e+02	+1.69886908e+02
I7	67	19.12.2013	1813.0000	+0.00000000e+00	+0.00000000e+00	+1.45133319e+02	+1.70326460e+02
I7	68	19.01.2014	1844.0000	+0.00000000e+00	+0.00000000e+00	+1.45999990e+02	+1.70764232e+02
I7	69	18.02.2014	1874.0000	+0.00000000e+00	+0.00000000e+00	+1.45629742e+02	+1.71180151e+02
I7	70	20.03.2014	1904.0000	+0.00000000e+00	+0.00000000e+00	+1.44343180e+02	+1.71596286e+02
I7	71	20.04.2014	1935.0000	+0.00000000e+00	+0.00000000e+00	+1.44563812e+02	+1.72025400e+02
I7	72	20.05.2014	1965.0000	+0.00000000e+00	+0.00000000e+00	+1.45090572e+02	+1.72432501e+02
I7	73	20.06.2014	1996.0000	+0.00000000e+00	+0.00000000e+00	+1.44923718e+02	+1.72849418e+02
I7	74	20.07.2014	2026.0000	+0.00000000e+00	+0.00000000e+00	+1.45298104e+02	+1.73248522e+02
I7	75	20.08.2014	2057.0000	+0.00000000e+00	+0.00000000e+00	+1.44155642e+02	+1.73655435e+02
I7	76	19.09.2014	2087.0000	+0.00000000e+00	+0.00000000e+00	+1.45356020e+02	+1.74042405e+02
I7	77	19.10.2014	2117.0000	+0.00000000e+00	+0.00000000e+00	+1.45653184e+02	+1.74444313e+02
I7	78	19.11.2014	2148.0000	+0.00000000e+00	+0.00000000e+00	+1.46106170e+02	+1.74840939e+02
I7	79	19.12.2014	2178.0000	+0.00000000e+00	+0.00000000e+00	+1.46424708e+02	+1.75224264e+02
I7	80	19.01.2015	2209.0000	+0.00000000e+00	+0.00000000e+00	+1.45329820e+02	+1.75603066e+02
I7	81	18.02.2015	2239.0000	+0.00000000e+00	+0.00000000e+00	+1.45101603e+02	+1.75978711e+02
I7	82	21.03.2015	2270.0000	+0.00000000e+00	+0.00000000e+00	+1.46664645e+02	+1.76361381e+02
I7	83	20.04.2015	2300.0000	+0.00000000e+00	+0.00000000e+00	+1.45100914e+02	+1.76718494e+02
I7	84	21.05.2015	2331.0000	+0.00000000e+00	+0.00000000e+00	+1.45821416e+02	+1.77087942e+02
I7	85	20.06.2015	2361.0000	+0.00000000e+00	+0.00000000e+00	+1.46523303e+02	+1.77450645e+02
I7	86	20.07.2015	2391.0000	+0.00000000e+00	+0.00000000e+00	+1.45732474e+02	+1.77801058e+02
I7	87	20.08.2015	2422.0000	+0.00000000e+00	+0.00000000e+00	+1.46401265e+02	+1.78161120e+02
I7	88	19.09.2015	2452.0000	+0.00000000e+00	+0.00000000e+00	+1.46002059e+02	+1.78503906e+02
I7	89	20.10.2015	2483.0000	+0.00000000e+00	+0.00000000e+00	+1.45933801e+02	+1.78851093e+02
I7	90	19.11.2015	2513.0000	+0.00000000e+00	+0.00000000e+00	+1.46756346e+02	+1.79185507e+02
I7	91	20.12.2015	2544.0000	+0.00000000e+00	+0.00000000e+00	+1.46043427e+02	+1.79534010e+02
I7	92	19.01.2016	2574.0000	+0.00000000e+00	+0.00000000e+00	+1.46546745e+02	+1.79879881e+02
I7	93	18.02.2016	2604.0000	+0.00000000e+00	+0.00000000e+00	+1.47227947e+02	+1.80217493e+02
I7	94	20.03.2016	2635.0000	+0.00000000e+00	+0.00000000e+00	+1.46126164e+02	+1.80558760e+02
I7	95	19.04.2016	2665.0000	+0.00000000e+00	+0.00000000e+00	+1.47298274e+02	+1.80886852e+02
I7	96	20.05.2016	2696.0000	+0.00000000e+00	+0.00000000e+00	+1.47002488e+02	+1.81213312e+02
I7	97	19.06.2016	2726.0000	+0.00000000e+00	+0.00000000e+00	+1.46485381e+02	+1.81538552e+02
I7	98	20.07.2016	2757.0000	+0.00000000e+00	+0.00000000e+00	+1.47268626e+02	+1.81863915e+02
I7	99	19.08.2016	2787.0000	+0.00000000e+00	+0.00000000e+00	+1.47167273e+02	+1.82187669e+02
I7	100	18.09.2016	2817.0000	+0.00000000e+00	+0.00000000e+00	+1.47198300e+02	+1.82504605e+02
I7	101	19.10.2016	2848.0000	+0.00000000e+00	+0.00000000e+00	+1.47787112e+02	+1.82832075e+02
I7	102	18.11.2016	2878.0000	+0.00000000e+00	+0.00000000e+00	+1.46372307e+02	+1.83161506e+02
I7	103	19.12.2016	2909.0000	+0.00000000e+00	+0.00000000e+00	+1.47303789e+02	+1.83498248e+02
I7	104	18.01.2017	2939.0000	+0.00000000e+00	+0.00000000e+00	+1.46670161e+02	+1.83806814e+02
I7	105	18.02.2017	2970.0000	+0.00000000e+00	+0.00000000e+00	+1.47006625e+02	+1.84144669e+02
I7	106	20.03.2017	3000.0000	+0.00000000e+00	+0.00000000e+00	+1.46488829e+02	+1.84475670e+02
I7	107	20.04.2017	3031.0000	+0.00000000e+00	+0.00000000e+00	+1.47180373e+02	+1.84784130e+02
I7	108	20.05.2017	3061.0000	+0.00000000e+00	+0.00000000e+00	+1.47405832e+02	+1.85099582e+02
I7	109	19.06.2017	3091.0000	+0.00000000e+00	+0.00000000e+00	+1.47298963e+02	+1.85428403e+02
I7	110	20.07.2017	3122.0000	+0.00000000e+00	+0.00000000e+00	+1.47174858e+02	+1.86022419e+02
I7	111	19.08.2017	3152.0000	+0.00000000e+00	+0.00000000e+00	+1.47670591e+02	+1.86532002e+02
I7	112	19.09.2017	3183.0000	+0.00000000e+00	+0.00000000e+00	+1.48718594e+02	+1.87026376e+02
I7	113	19.10.2017	3213.0000	+0.00000000e+00	+0.00000000e+00	+1.47940865e+02	+1.87491169e+02
I7	114	19.11.2017	3244.0000	+0.00000000e+00	+0.00000000e+00	+1.48930263e+02	+1.87965761e+02
I7	115	19.12.2017	3274.0000	+0.00000000e+00	+0.00000000e+00	+1.47856060e+02	+1.88410175e+02
I7	116	19.01.2018	3305.0000	+0.00000000e+00	+0.00000000e+00	+1.48993006e+02	+1.88876601e+02
I7	117	18.02.2018	3335.0000	+0.00000000e+00	+0.00000000e+00	+1.49463228e+02	+1.89330369e+02
I7	118	20.03.2018	3365.0000	+0.00000000e+00	+0.00000000e+00	+1.49999641e+02	+1.89954112e+02
I7	119	20.04.2018	3396.0000	+0.00000000e+00	+0.00000000e+00	+1.49105390e+02	+1.90626636e+02
I7	120	20.05.2018	3426.0000	+0.00000000e+00	+0.00000000e+00	+1.50203036e+02	+1.91280988e+02
I7	121	20.06.2018	3457.0000	+0.00000000e+00	+0.00000000e+00	+1.49916903e+02	+1.91960699e+02
I7	122	20.07.2018	3487.0000	+0.00000000e+00	+0.00000000e+00	+1.50394710e+02	+1.92623171e+02
I7	123	20.08.2018	3518.0000	+0.00000000e+00	+0.00000000e+00	+1.50985591e+02	+1.93300405e+02
I7	124	19.09.2018	3548.0000	+0.00000000e+00	+0.00000000e+00	+1.51046955e+02	+1.93934517e+02
I7	125	19.10.2018	3578.0000	+0.00000000e+00	+0.00000000e+00	+1.51880531e+02	+1.94554790e+02
I7	126	19.11.2018	3609.0000	+0.00000000e+00	+0.00000000e+00	+1.51022134e+02	+1.95195351e+02
I7	127	19.12.2018	3639.0000	+0.00000000e+00	+0.00000000e+00	+1.52358338e+02	+1.95809558e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
I8	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72878665e+02
I8	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72878665e+02
I8	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72878665e+02
I8	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72878665e+02
I8	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72878665e+02
I8	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72878665e+02
I8	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72878665e+02
I8	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72878665e+02
I8	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72552567e+02
I8	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71880460e+02
I8	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71151554e+02
I8	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.70325169e+02
I8	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69550897e+02
I8	15	27.10.2009	299.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.68816994e+02
I8	16	27.11.2009	330.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67989449e+02
I8	17	26.12.2009	359.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67162857e+02
I8	18	26.01.2010	390.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66200632e+02
I8	19	25.02.2010	420.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.65183652e+02
I8	20	26.03.2010	449.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63905957e+02
I8	21	26.04.2010	480.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62420575e+02
I8	22	25.05.2010	509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61001573e+02
I8	23	24.06.2010	539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59492554e+02
I8	24	25.07.2010	570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57879133e+02
I8	25	30.07.2010	575.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57622038e+02
I8	26	09.08.2010	585.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57102462e+02
I8	27	23.08.2010	599.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56362491e+02
I8	28	23.09.2010	630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54688577e+02
I8	29	23.10.2010	660.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53108560e+02
I8	30	21.11.2010	689.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51684722e+02
I8	31	22.12.2010	720.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.50426469e+02
I8	32	20.01.2011	749.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49584052e+02
I8	33	20.02.2011	780.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49205464e+02
I8	34	22.03.2011	810.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49614359e+02
I8	35	20.04.2011	839.0000	+0.00000000e+00	+0.00000000e+00	+1.40602772e+02	+1.52746195e+02
I8	36	21.05.2011	870.0000	+0.00000000e+00	+0.00000000e+00	+1.41730755e+02	+1.54150265e+02
I8	37	20.06.2011	900.0000	+0.00000000e+00	+0.00000000e+00	+1.41190206e+02	+1.55307612e+02
I8	38	20.07.2011	930.0000	+0.00000000e+00	+0.00000000e+00	+1.41814871e+02	+1.56330539e+02
I8	39	20.08.2011	961.0000	+0.00000000e+00	+0.00000000e+00	+1.41399807e+02	+1.57275581e+02
I8	40	19.09.2011	991.0000	+0.00000000e+00	+0.00000000e+00	+1.42598805e+02	+1.58124718e+02
I8	41	20.10.2011	1022.0000	+0.00000000e+00	+0.00000000e+00	+1.42461600e+02	+1.58956221e+02
I8	42	19.11.2011	1052.0000	+0.00000000e+00	+0.00000000e+00	+1.43869509e+02	+1.59690099e+02
I8	43	20.12.2011	1083.0000	+0.00000000e+00	+0.00000000e+00	+1.43193134e+02	+1.60411516e+02
I8	44	19.01.2012	1113.0000	+0.00000000e+00	+0.00000000e+00	+1.42969743e+02	+1.61085412e+02
I8	45	18.02.2012	1143.0000	+0.00000000e+00	+0.00000000e+00	+1.43770225e+02	+1.61707070e+02
I8	46	20.03.2012	1174.0000	+0.00000000e+00	+0.00000000e+00	+1.43616472e+02	+1.62348440e+02
I8	47	19.04.2012	1204.0000	+0.00000000e+00	+0.00000000e+00	+1.42829090e+02	+1.62942783e+02
I8	48	20.05.2012	1235.0000	+0.00000000e+00	+0.00000000e+00	+1.43815730e+02	+1.63537406e+02
I8	49	19.06.2012	1265.0000	+0.00000000e+00	+0.00000000e+00	+1.42776001e+02	+1.64085415e+02
I8	50	20.07.2012	1296.0000	+0.00000000e+00	+0.00000000e+00	+1.43968105e+02	+1.64644846e+02
I8	51	19.08.2012	1326.0000	+0.00000000e+00	+0.00000000e+00	+1.43197270e+02	+1.65174315e+02
I8	52	18.09.2012	1356.0000	+0.00000000e+00	+0.00000000e+00	+1.43695072e+02	+1.65702932e+02
I8	53	19.10.2012	1387.0000	+0.00000000e+00	+0.00000000e+00	+1.44860976e+02	+1.66211790e+02
I8	54	18.11.2012	1417.0000	+0.00000000e+00	+0.00000000e+00	+1.44188048e+02	+1.66706131e+02
I8	55	19.12.2012	1448.0000	+0.00000000e+00	+0.00000000e+00	+1.44026710e+02	+1.67199562e+02
I8	56	18.01.2013	1478.0000	+0.00000000e+00	+0.00000000e+00	+1.44998182e+02	+1.67685018e+02
I8	57	18.02.2013	1509.0000	+0.00000000e+00	+0.00000000e+00	+1.43882610e+02	+1.68153857e+02
I8	58	20.03.2013	1539.0000	+0.00000000e+00	+0.00000000e+00	+1.45068508e+02	+1.68626461e+02
I8	59	20.04.2013	1570.0000	+0.00000000e+00	+0.00000000e+00	+1.44618970e+02	+1.69108985e+02
I8	60	20.05.2013	1600.0000	+0.00000000e+00	+0.00000000e+00	+1.44896829e+02	+1.69560172e+02
I8	61	19.06.2013	1630.0000	+0.00000000e+00	+0.00000000e+00	+1.44983703e+02	+1.70019483e+02
I8	62	20.07.2013	1661.0000	+0.00000000e+00	+0.00000000e+00	+1.44812713e+02	+1.70491792e+02
I8	63	19.08.2013	1691.0000	+0.00000000e+00	+0.00000000e+00	+1.44432122e+02	+1.70953766e+02
I8	64	19.09.2013	1722.0000	+0.00000000e+00	+0.00000000e+00	+1.44342490e+02	+1.71428873e+02
I8	65	19.10.2013	1752.0000	+0.00000000e+00	+0.00000000e+00	+1.44775481e+02	+1.71901782e+02
I8	66	19.11.2013	1783.0000	+0.00000000e+00	+0.00000000e+00	+1.44170811e+02	+1.72364751e+02
I8	67	19.12.2013	1813.0000	+0.00000000e+00	+0.00000000e+00	+1.45268456e+02	+1.72805607e+02
I8	68	19.01.2014	1844.0000	+0.00000000e+00	+0.00000000e+00	+1.44802371e+02	+1.73242330e+02
I8	69	18.02.2014	1874.0000	+0.00000000e+00	+0.00000000e+00	+1.44061873e+02	+1.73657605e+02
I8	70	20.03.2014	1904.0000	+0.00000000e+00	+0.00000000e+00	+1.45965517e+02	+1.74083045e+02
I8	71	20.04.2014	1935.0000	+0.00000000e+00	+0.00000000e+00	+1.45187788e+02	+1.74517823e+02
I8	72	20.05.2014	1965.0000	+0.00000000e+00	+0.00000000e+00	+1.45966895e+02	+1.74928146e+02
I8	73	20.06.2014	1996.0000	+0.00000000e+00	+0.00000000e+00	+1.45025761e+02	+1.75351857e+02
I8	74	20.07.2014	2026.0000	+0.00000000e+00	+0.00000000e+00	+1.45359467e+02	+1.75754528e+02
I8	75	20.08.2014	2057.0000	+0.00000000e+00	+0.00000000e+00	+1.45054029e+02	+1.76165850e+02
I8	76	19.09.2014	2087.0000	+0.00000000e+00	+0.00000000e+00	+1.45311204e+02	+1.76560141e+02
I8	77	19.10.2014	2117.0000	+0.00000000e+00	+0.00000000e+00	+1.45561484e+02	+1.76978012e+02
I8	78	19.11.2014	2148.0000	+0.00000000e+00	+0.00000000e+00	+1.46410229e+02	+1.77376257e+02
I8	79	19.12.2014	2178.0000	+0.00000000e+00	+0.00000000e+00	+1.44834776e+02	+1.77764613e+02
I8	80	19.01.2015	2209.0000	+0.00000000e+00	+0.00000000e+00	+1.46089622e+02	+1.78144544e+02
I8	81	18.02.2015	2239.0000	+0.00000000e+00	+0.00000000e+00	+1.46096517e+02	+1.78531296e+02
I8	82	21.03.2015	2270.0000	+0.00000000e+00	+0.00000000e+00	+1.45133319e+02	+1.78920670e+02
I8	83	20.04.2015	2300.0000	+0.00000000e+00	+0.00000000e+00	+1.46676366e+02	+1.79275789e+02
I8	84	21.05.2015	2331.0000	+0.00000000e+00	+0.00000000e+00	+1.46843909e+02	+1.79649147e+02
I8	85	20.06.2015	2361.0000	+0.00000000e+00	+0.00000000e+00	+1.47054199e+02	+1.80024644e+02
I8	86	20.07.2015	2391.0000	+0.00000000e+00	+0.00000000e+00	+1.45721442e+02	+1.80378901e+02
I8	87	20.08.2015	2422.0000	+0.00000000e+00	+0.00000000e+00	+1.46095828e+02	+1.80745249e+02
I8	88	19.09.2015	2452.0000	+0.00000000e+00	+0.00000000e+00	+1.46202696e+02	+1.81087105e+02
I8	89	20.10.2015	2483.0000	+0.00000000e+00	+0.00000000e+00	+1.46740488e+02	+1.81433705e+02
I8	90	19.11.2015	2513.0000	+0.00000000e+00	+0.00000000e+00	+1.46386786e+02	+1.81772044e+02
I8	91	20.12.2015	2544.0000	+0.00000000e+00	+0.00000000e+00	+1.46268886e+02	+1.82132837e+02
I8	92	19.01.2016	2574.0000	+0.00000000e+00	+0.00000000e+00	+1.47020415e+02	+1.82486409e+02
I8	93	18.02.2016	2604.0000	+0.00000000e+00	+0.00000000e+00	+1.46446771e+02	+1.82829840e+02
I8	94	20.03.2016	2635.0000	+0.00000000e+00	+0.00000000e+00	+1.45799353e+02	+1.83172783e+02
I8	95	19.04.2016	2665.0000	+0.00000000e+00	+0.00000000e+00	+1.46619140e+02	+1.83504704e+02
I8	96	20.05.2016	2696.0000	+0.00000000e+00	+0.00000000e+00	+1.47046615e+02	+1.83833588e+02
I8	97	19.06.2016	2726.0000	+0.00000000e+00	+0.00000000e+00	+1.47198989e+02	+1.84168193e+02
I8	98	20.07.2016	2757.0000	+0.00000000e+00	+0.00000000e+00	+1.46607419e+02	+1.84494176e+02
I8	99	19.08.2016	2787.0000	+0.00000000e+00	+0.00000000e+00	+1.48142192e+02	+1.84829033e+02
I8	100	18.09.2016	2817.0000	+0.00000000e+00	+0.00000000e+00	+1.47001799e+02	+1.85143983e+02
I8	101	19.10.2016	2848.0000	+0.00000000e+00	+0.00000000e+00	+1.46860456e+02	+1.85469746e+02
I8	102	18.11.2016	2878.0000	+0.00000000e+00	+0.00000000e+00	+1.47166584e+02	+1.85802315e+02
I8	103	19.12.2016	2909.0000	+0.00000000e+00	+0.00000000e+00	+1.47209331e+02	+1.86133639e+02
I8	104	18.01.2017	2939.0000	+0.00000000e+00	+0.00000000e+00	+1.46572945e+02	+1.86438363e+02
I8	105	18.02.2017	2970.0000	+0.00000000e+00	+0.00000000e+00	+1.47520285e+02	+1.86787879e+02
I8	106	20.03.2017	3000.0000	+0.00000000e+00	+0.00000000e+00	+1.46681882e+02	+1.87116944e+02
I8	107	20.04.2017	3031.0000	+0.00000000e+00	+0.00000000e+00	+1.47096947e+02	+1.87430298e+02
I8	108	20.05.2017	3061.0000	+0.00000000e+00	+0.00000000e+00	+1.47603022e+02	+1.87754615e+02
I8	109	19.06.2017	3091.0000	+0.00000000e+00	+0.00000000e+00	+1.47580959e+02	+1.88087080e+02
I8	110	20.07.2017	3122.0000	+0.00000000e+00	+0.00000000e+00	+1.47692654e+02	+1.88544522e+02
I8	111	19.08.2017	3152.0000	+0.00000000e+00	+0.00000000e+00	+1.47420311e+02	+1.88991626e+02
I8	112	19.09.2017	3183.0000	+0.00000000e+00	+0.00000000e+00	+1.48929574e+02	+1.89473380e+02
I8	113	19.10.2017	3213.0000	+0.00000000e+00	+0.00000000e+00	+1.48487620e+02	+1.89930941e+02
I8	114	19.11.2017	3244.0000	+0.00000000e+00	+0.00000000e+00	+1.49503907e+02	+1.90407750e+02
I8	115	19.12.2017	3274.0000	+0.00000000e+00	+0.00000000e+00	+1.49221912e+02	+1.90840413e+02
I8	116	19.01.2018	3305.0000	+0.00000000e+00	+0.00000000e+00	+1.48877174e+02	+1.91309082e+02
I8	117	18.02.2018	3335.0000	+0.00000000e+00	+0.00000000e+00	+1.48550362e+02	+1.91768715e+02
I8	118	20.03.2018	3365.0000	+0.00000000e+00	+0.00000000e+00	+1.49446681e+02	+1.92563378e+02
I8	119	20.04.2018	3396.0000	+0.00000000e+00	+0.00000000e+00	+1.49115732e+02	+1.93310666e+02
I8	120	20.05.2018	3426.0000	+0.00000000e+00	+0.00000000e+00	+1.50672569e+02	+1.94009959e+02
I8	121	20.06.2018	3457.0000	+0.00000000e+00	+0.00000000e+00	+1.51749531e+02	+1.94724437e+02
I8	122	20.07.2018	3487.0000	+0.00000000e+00	+0.00000000e+00	+1.50814601e+02	+1.95406423e+02
I8	123	20.08.2018	3518.0000	+0.00000000e+00	+0.00000000e+00	+1.51151066e+02	+1.96100224e+02
I8	124	19.09.2018	3548.0000	+0.00000000e+00	+0.00000000e+00	+1.50973181e+02	+1.96740223e+02
I8	125	19.10.2018	3578.0000	+0.00000000e+00	+0.00000000e+00	+1.50947670e+02	+1.97366392e+02
I8	126	19.11.2018	3609.0000	+0.00000000e+00	+0.00000000e+00	+1.51276550e+02	+1.98011785e+02
I8	127	19.12.2018	3639.0000	+0.00000000e+00	+0.00000000e+00	+1.52263880e+02	+1.98626819e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Забойное давление (И), Бара"	"WBP9, Бара"
I9	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72546429e+02
I9	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72546429e+02
