Well Name,Initial X,Initial Y,SOIL,Шаг,Дата,Дней,"Дебит нефти, ст.м3/сут","Дебит воды, ст.м3/сут","Забойное давление (И), Бара","WBP9, Бара"
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",47,19.04.2012,1204.0000,+3.19669558e+02,+8.23561558e-01,+1.00178105e+02,+6.85011641e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",48,20.05.2012,1235.0000,+3.23239062e+02,+8.49047884e-01,+9.98319879e+01,+6.78623214e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",49,19.06.2012,1265.0000,+3.17455766e+02,+8.47923546e-01,+9.90921802e+01,+6.75487601e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",50,20.07.2012,1296.0000,+3.25711221e+02,+8.85909169e-01,+9.93479758e+01,+6.69925285e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",51,19.08.2012,1326.0000,+3.16863044e+02,+8.74606090e-01,+9.84668255e+01,+6.69121297e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",52,18.09.2012,1356.0000,+3.23920618e+02,+9.08432228e-01,+9.95706765e+01,+6.65180611e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",53,19.10.2012,1387.0000,+3.23106439e+02,+9.19661014e-01,+9.85364625e+01,+6.63433096e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",54,18.11.2012,1417.0000,+3.09015337e+02,+8.89973032e-01,+9.91259645e+01,+6.66189985e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",55,19.12.2012,1448.0000,+3.08155620e+02,+8.99040377e-01,+9.92679966e+01,+6.66393722e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",56,18.01.2013,1478.0000,+3.14765957e+02,+9.30133250e-01,+9.88577584e+01,+6.65152738e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",57,18.02.2013,1509.0000,+3.17501508e+02,+9.50051532e-01,+9.82517089e+01,+6.64961225e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",58,20.03.2013,1539.0000,+3.20476661e+02,+9.70459481e-01,+9.91135539e+01,+6.64656447e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",59,20.04.2013,1570.0000,+3.17441542e+02,+9.71857603e-01,+9.85212941e+01,+6.66831154e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",60,20.05.2013,1600.0000,+3.12651485e+02,+9.66475164e-01,+9.85936890e+01,+6.70697691e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",61,19.06.2013,1630.0000,+3.16666152e+02,+9.88818212e-01,+9.88556899e+01,+6.73081503e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",62,20.07.2013,1661.0000,+3.13501007e+02,+9.88273412e-01,+9.89191217e+01,+6.76720227e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",63,19.08.2013,1691.0000,+3.12582195e+02,+9.94425414e-01,+9.96354873e+01,+6.79416256e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",64,19.09.2013,1722.0000,+3.14248436e+02,+1.00881387e+00,+9.90225431e+01,+6.82386643e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",65,19.10.2013,1752.0000,+3.12270031e+02,+1.01084869e+00,+9.96740979e+01,+6.85549668e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",66,19.11.2013,1783.0000,+3.14785871e+02,+1.02787909e+00,+9.89501481e+01,+6.87913701e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",67,19.12.2013,1813.0000,+3.13613032e+02,+1.03206761e+00,+9.89625587e+01,+6.90923805e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",68,19.01.2014,1844.0000,+3.15710867e+02,+1.04734300e+00,+9.97664877e+01,+6.93521339e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",69,18.02.2014,1874.0000,+3.16712407e+02,+1.05863275e+00,+1.00247742e+02,+6.95828408e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",70,20.03.2014,1904.0000,+3.23662234e+02,+1.09049620e+00,+9.95162079e+01,+6.96541021e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",71,20.04.2014,1935.0000,+3.12641080e+02,+1.05956050e+00,+9.95506817e+01,+7.02809043e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",72,20.05.2014,1965.0000,+3.17151188e+02,+1.08254174e+00,+9.97871720e+01,+7.04575183e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",73,20.06.2014,1996.0000,+3.08783252e+02,+1.06640756e+00,+9.88598268e+01,+7.10048173e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",74,20.07.2014,2026.0000,+3.15102731e+02,+1.11010939e+00,+9.90315063e+01,+7.11509826e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",75,20.08.2014,2057.0000,+3.07835256e+02,+1.10174385e+00,+9.98781828e+01,+7.16796240e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",76,19.09.2014,2087.0000,+3.18705942e+02,+1.16071757e+00,+9.97561456e+01,+7.16778815e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",77,19.10.2014,2117.0000,+3.13789064e+02,+1.15813611e+00,+9.97533877e+01,+7.20443950e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",78,19.11.2014,2148.0000,+3.14242944e+02,+1.17489638e+00,+9.89763482e+01,+7.23611204e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",79,19.12.2014,2178.0000,+3.15362279e+02,+1.19241102e+00,+1.00844139e+02,+7.26966354e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",80,19.01.2015,2209.0000,+3.10887303e+02,+1.18676691e+00,+9.92935072e+01,+7.31720889e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",81,18.02.2015,2239.0000,+3.16155080e+02,+1.21846042e+00,+1.00339442e+02,+7.34546706e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",82,21.03.2015,2270.0000,+3.17715689e+02,+1.23513108e+00,+1.00597996e+02,+7.38013094e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",83,20.04.2015,2300.0000,+3.17868139e+02,+1.24486093e+00,+1.00629712e+02,+7.41920826e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",84,21.05.2015,2331.0000,+3.20066670e+02,+1.26279045e+00,+9.99402357e+01,+7.45109746e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",85,20.06.2015,2361.0000,+3.24819719e+02,+1.29087123e+00,+9.98740460e+01,+7.47066028e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",86,20.07.2015,2391.0000,+3.20685876e+02,+1.28117386e+00,+1.01117861e+02,+7.51313731e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",87,20.08.2015,2422.0000,+3.18660719e+02,+1.27908144e+00,+1.00077441e+02,+7.56036758e+01
P8,70,46,"[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",88,19.09.2015,2452.0000,+3.14828716e+02,+1.26805360e+00,+9.98085458e+01,+7.61792566e+01
