Well Name,Initial X,Initial Y,PORO,SOIL,Шаг,Дата,Дней,"Дебит нефти, ст.м3/сут","Дебит воды, ст.м3/сут","Забойное давление (И), Бара","WBP9, Бара"
P2,97,38,"[[0.22, 0.1933333333333333, 0.15111111111111108, 0.14888888888888888, 0.13, 0.24000000000000002, 0.2411111111111111, 0.23444444444444443, 0.13111111111111112], [0.2112, 0.1844000000000001, 0.14719999999999997, 0.14399999999999996, 0.12719999999999998, 0.23080000000000012, 0.23120000000000013, 0.22440000000000007, 0.12360000000000002], [0.19020408163265315, 0.17081632653061235, 0.13591836734693888, 0.1318367346938776, 0.11775510204081628, 0.21081632653061239, 0.21183673469387768, 0.20530612244897978, 0.11244897959183676]]","[[0.8284444444444444, 0.6388888888888888, 0.8155555555555556, 0.8073333333333333, 0.7991111111111111, 0.7890000000000001, 0.7769999999999999, 0.7650000000000001, 0.7558888888888888], [0.8230800000000003, 0.7180799999999999, 0.8102400000000002, 0.80204, 0.79368, 0.78356, 0.77156, 0.7596, 0.7503200000000001], [0.8164897959183677, 0.7600408163265308, 0.8036530612244901, 0.7954489795918368, 0.7871632653061222, 0.7771020408163265, 0.7649999999999998, 0.7514285714285711, 0.7348367346938776]]",114,19.11.2017,3244.0000,+3.01546608e+02,+1.33067816e+01,+1.30593649e+02,+1.61019903e+02
P2,97,38,"[[0.22, 0.1933333333333333, 0.15111111111111108, 0.14888888888888888, 0.13, 0.24000000000000002, 0.2411111111111111, 0.23444444444444443, 0.13111111111111112], [0.2112, 0.1844000000000001, 0.14719999999999997, 0.14399999999999996, 0.12719999999999998, 0.23080000000000012, 0.23120000000000013, 0.22440000000000007, 0.12360000000000002], [0.19020408163265315, 0.17081632653061235, 0.13591836734693888, 0.1318367346938776, 0.11775510204081628, 0.21081632653061239, 0.21183673469387768, 0.20530612244897978, 0.11244897959183676]]","[[0.8284444444444444, 0.6388888888888888, 0.8155555555555556, 0.8073333333333333, 0.7991111111111111, 0.7890000000000001, 0.7769999999999999, 0.7650000000000001, 0.7558888888888888], [0.8230800000000003, 0.7180799999999999, 0.8102400000000002, 0.80204, 0.79368, 0.78356, 0.77156, 0.7596, 0.7503200000000001], [0.8164897959183677, 0.7600408163265308, 0.8036530612244901, 0.7954489795918368, 0.7871632653061222, 0.7771020408163265, 0.7649999999999998, 0.7514285714285711, 0.7348367346938776]]",115,19.12.2017,3274.0000,+3.10164485e+02,+1.47742752e+01,+1.30033105e+02,+1.61182560e+02
P2,97,38,"[[0.22, 0.1933333333333333, 0.15111111111111108, 0.14888888888888888, 0.13, 0.24000000000000002, 0.2411111111111111, 0.23444444444444443, 0.13111111111111112], [0.2112, 0.1844000000000001, 0.14719999999999997, 0.14399999999999996, 0.12719999999999998, 0.23080000000000012, 0.23120000000000013, 0.22440000000000007, 0.12360000000000002], [0.19020408163265315, 0.17081632653061235, 0.13591836734693888, 0.1318367346938776, 0.11775510204081628, 0.21081632653061239, 0.21183673469387768, 0.20530612244897978, 0.11244897959183676]]","[[0.8284444444444444, 0.6388888888888888, 0.8155555555555556, 0.8073333333333333, 0.7991111111111111, 0.7890000000000001, 0.7769999999999999, 0.7650000000000001, 0.7558888888888888], [0.8230800000000003, 0.7180799999999999, 0.8102400000000002, 0.80204, 0.79368, 0.78356, 0.77156, 0.7596, 0.7503200000000001], [0.8164897959183677, 0.7600408163265308, 0.8036530612244901, 0.7954489795918368, 0.7871632653061222, 0.7771020408163265, 0.7649999999999998, 0.7514285714285711, 0.7348367346938776]]",116,19.01.2018,3305.0000,+3.10712000e+02,+1.60107404e+01,+1.31640274e+02,+1.61627305e+02
P2,97,38,"[[0.22, 0.1933333333333333, 0.15111111111111108, 0.14888888888888888, 0.13, 0.24000000000000002, 0.2411111111111111, 0.23444444444444443, 0.13111111111111112], [0.2112, 0.1844000000000001, 0.14719999999999997, 0.14399999999999996, 0.12719999999999998, 0.23080000000000012, 0.23120000000000013, 0.22440000000000007, 0.12360000000000002], [0.19020408163265315, 0.17081632653061235, 0.13591836734693888, 0.1318367346938776, 0.11775510204081628, 0.21081632653061239, 0.21183673469387768, 0.20530612244897978, 0.11244897959183676]]","[[0.8284444444444444, 0.6388888888888888, 0.8155555555555556, 0.8073333333333333, 0.7991111111111111, 0.7890000000000001, 0.7769999999999999, 0.7650000000000001, 0.7558888888888888], [0.8230800000000003, 0.7180799999999999, 0.8102400000000002, 0.80204, 0.79368, 0.78356, 0.77156, 0.7596, 0.7503200000000001], [0.8164897959183677, 0.7600408163265308, 0.8036530612244901, 0.7954489795918368, 0.7871632653061222, 0.7771020408163265, 0.7649999999999998, 0.7514285714285711, 0.7348367346938776]]",117,18.02.2018,3335.0000,+2.95198970e+02,+1.63265498e+01,+1.30216506e+02,+1.62392979e+02
P2,97,38,"[[0.22, 0.1933333333333333, 0.15111111111111108, 0.14888888888888888, 0.13, 0.24000000000000002, 0.2411111111111111, 0.23444444444444443, 0.13111111111111112], [0.2112, 0.1844000000000001, 0.14719999999999997, 0.14399999999999996, 0.12719999999999998, 0.23080000000000012, 0.23120000000000013, 0.22440000000000007, 0.12360000000000002], [0.19020408163265315, 0.17081632653061235, 0.13591836734693888, 0.1318367346938776, 0.11775510204081628, 0.21081632653061239, 0.21183673469387768, 0.20530612244897978, 0.11244897959183676]]","[[0.8284444444444444, 0.6388888888888888, 0.8155555555555556, 0.8073333333333333, 0.7991111111111111, 0.7890000000000001, 0.7769999999999999, 0.7650000000000001, 0.7558888888888888], [0.8230800000000003, 0.7180799999999999, 0.8102400000000002, 0.80204, 0.79368, 0.78356, 0.77156, 0.7596, 0.7503200000000001], [0.8164897959183677, 0.7600408163265308, 0.8036530612244901, 0.7954489795918368, 0.7871632653061222, 0.7771020408163265, 0.7649999999999998, 0.7514285714285711, 0.7348367346938776]]",118,20.03.2018,3365.0000,+2.96455634e+02,+1.83452856e+01,+1.29992426e+02,+1.64332403e+02
P2,97,38,"[[0.22, 0.1933333333333333, 0.15111111111111108, 0.14888888888888888, 0.13, 0.24000000000000002, 0.2411111111111111, 0.23444444444444443, 0.13111111111111112], [0.2112, 0.1844000000000001, 0.14719999999999997, 0.14399999999999996, 0.12719999999999998, 0.23080000000000012, 0.23120000000000013, 0.22440000000000007, 0.12360000000000002], [0.19020408163265315, 0.17081632653061235, 0.13591836734693888, 0.1318367346938776, 0.11775510204081628, 0.21081632653061239, 0.21183673469387768, 0.20530612244897978, 0.11244897959183676]]","[[0.8284444444444444, 0.6388888888888888, 0.8155555555555556, 0.8073333333333333, 0.7991111111111111, 0.7890000000000001, 0.7769999999999999, 0.7650000000000001, 0.7558888888888888], [0.8230800000000003, 0.7180799999999999, 0.8102400000000002, 0.80204, 0.79368, 0.78356, 0.77156, 0.7596, 0.7503200000000001], [0.8164897959183677, 0.7600408163265308, 0.8036530612244901, 0.7954489795918368, 0.7871632653061222, 0.7771020408163265, 0.7649999999999998, 0.7514285714285711, 0.7348367346938776]]",119,20.04.2018,3396.0000,+3.01542563e+02,+2.07027368e+01,+1.31545816e+02,+1.65359282e+02
P2,97,38,"[[0.22, 0.1933333333333333, 0.15111111111111108, 0.14888888888888888, 0.13, 0.24000000000000002, 0.2411111111111111, 0.23444444444444443, 0.13111111111111112], [0.2112, 0.1844000000000001, 0.14719999999999997, 0.14399999999999996, 0.12719999999999998, 0.23080000000000012, 0.23120000000000013, 0.22440000000000007, 0.12360000000000002], [0.19020408163265315, 0.17081632653061235, 0.13591836734693888, 0.1318367346938776, 0.11775510204081628, 0.21081632653061239, 0.21183673469387768, 0.20530612244897978, 0.11244897959183676]]","[[0.8284444444444444, 0.6388888888888888, 0.8155555555555556, 0.8073333333333333, 0.7991111111111111, 0.7890000000000001, 0.7769999999999999, 0.7650000000000001, 0.7558888888888888], [0.8230800000000003, 0.7180799999999999, 0.8102400000000002, 0.80204, 0.79368, 0.78356, 0.77156, 0.7596, 0.7503200000000001], [0.8164897959183677, 0.7600408163265308, 0.8036530612244901, 0.7954489795918368, 0.7871632653061222, 0.7771020408163265, 0.7649999999999998, 0.7514285714285711, 0.7348367346938776]]",120,20.05.2018,3426.0000,+2.88206866e+02,+2.16841344e+01,+1.32362845e+02,+1.66443034e+02
P2,97,38,"[[0.22, 0.1933333333333333, 0.15111111111111108, 0.14888888888888888, 0.13, 0.24000000000000002, 0.2411111111111111, 0.23444444444444443, 0.13111111111111112], [0.2112, 0.1844000000000001, 0.14719999999999997, 0.14399999999999996, 0.12719999999999998, 0.23080000000000012, 0.23120000000000013, 0.22440000000000007, 0.12360000000000002], [0.19020408163265315, 0.17081632653061235, 0.13591836734693888, 0.1318367346938776, 0.11775510204081628, 0.21081632653061239, 0.21183673469387768, 0.20530612244897978, 0.11244897959183676]]","[[0.8284444444444444, 0.6388888888888888, 0.8155555555555556, 0.8073333333333333, 0.7991111111111111, 0.7890000000000001, 0.7769999999999999, 0.7650000000000001, 0.7558888888888888], [0.8230800000000003, 0.7180799999999999, 0.8102400000000002, 0.80204, 0.79368, 0.78356, 0.77156, 0.7596, 0.7503200000000001], [0.8164897959183677, 0.7600408163265308, 0.8036530612244901, 0.7954489795918368, 0.7871632653061222, 0.7771020408163265, 0.7649999999999998, 0.7514285714285711, 0.7348367346938776]]",121,20.06.2018,3457.0000,+2.91812299e+02,+2.39712413e+01,+1.32673798e+02,+1.67165795e+02
P2,97,38,"[[0.22, 0.1933333333333333, 0.15111111111111108, 0.14888888888888888, 0.13, 0.24000000000000002, 0.2411111111111111, 0.23444444444444443, 0.13111111111111112], [0.2112, 0.1844000000000001, 0.14719999999999997, 0.14399999999999996, 0.12719999999999998, 0.23080000000000012, 0.23120000000000013, 0.22440000000000007, 0.12360000000000002], [0.19020408163265315, 0.17081632653061235, 0.13591836734693888, 0.1318367346938776, 0.11775510204081628, 0.21081632653061239, 0.21183673469387768, 0.20530612244897978, 0.11244897959183676]]","[[0.8284444444444444, 0.6388888888888888, 0.8155555555555556, 0.8073333333333333, 0.7991111111111111, 0.7890000000000001, 0.7769999999999999, 0.7650000000000001, 0.7558888888888888], [0.8230800000000003, 0.7180799999999999, 0.8102400000000002, 0.80204, 0.79368, 0.78356, 0.77156, 0.7596, 0.7503200000000001], [0.8164897959183677, 0.7600408163265308, 0.8036530612244901, 0.7954489795918368, 0.7871632653061222, 0.7771020408163265, 0.7649999999999998, 0.7514285714285711, 0.7348367346938776]]",122,20.07.2018,3487.0000,+2.91669584e+02,+2.59631258e+01,+1.30851513e+02,+1.67852656e+02
P2,97,38,"[[0.22, 0.1933333333333333, 0.15111111111111108, 0.14888888888888888, 0.13, 0.24000000000000002, 0.2411111111111111, 0.23444444444444443, 0.13111111111111112], [0.2112, 0.1844000000000001, 0.14719999999999997, 0.14399999999999996, 0.12719999999999998, 0.23080000000000012, 0.23120000000000013, 0.22440000000000007, 0.12360000000000002], [0.19020408163265315, 0.17081632653061235, 0.13591836734693888, 0.1318367346938776, 0.11775510204081628, 0.21081632653061239, 0.21183673469387768, 0.20530612244897978, 0.11244897959183676]]","[[0.8284444444444444, 0.6388888888888888, 0.8155555555555556, 0.8073333333333333, 0.7991111111111111, 0.7890000000000001, 0.7769999999999999, 0.7650000000000001, 0.7558888888888888], [0.8230800000000003, 0.7180799999999999, 0.8102400000000002, 0.80204, 0.79368, 0.78356, 0.77156, 0.7596, 0.7503200000000001], [0.8164897959183677, 0.7600408163265308, 0.8036530612244901, 0.7954489795918368, 0.7871632653061222, 0.7771020408163265, 0.7649999999999998, 0.7514285714285711, 0.7348367346938776]]",123,20.08.2018,3518.0000,+2.82456921e+02,+2.76598591e+01,+1.31923648e+02,+1.68725310e+02
P2,97,38,"[[0.22, 0.1933333333333333, 0.15111111111111108, 0.14888888888888888, 0.13, 0.24000000000000002, 0.2411111111111111, 0.23444444444444443, 0.13111111111111112], [0.2112, 0.1844000000000001, 0.14719999999999997, 0.14399999999999996, 0.12719999999999998, 0.23080000000000012, 0.23120000000000013, 0.22440000000000007, 0.12360000000000002], [0.19020408163265315, 0.17081632653061235, 0.13591836734693888, 0.1318367346938776, 0.11775510204081628, 0.21081632653061239, 0.21183673469387768, 0.20530612244897978, 0.11244897959183676]]","[[0.8284444444444444, 0.6388888888888888, 0.8155555555555556, 0.8073333333333333, 0.7991111111111111, 0.7890000000000001, 0.7769999999999999, 0.7650000000000001, 0.7558888888888888], [0.8230800000000003, 0.7180799999999999, 0.8102400000000002, 0.80204, 0.79368, 0.78356, 0.77156, 0.7596, 0.7503200000000001], [0.8164897959183677, 0.7600408163265308, 0.8036530612244901, 0.7954489795918368, 0.7871632653061222, 0.7771020408163265, 0.7649999999999998, 0.7514285714285711, 0.7348367346938776]]",124,19.09.2018,3548.0000,+2.94791647e+02,+3.15431327e+01,+1.34021724e+02,+1.69093763e+02
P2,97,38,"[[0.22, 0.1933333333333333, 0.15111111111111108, 0.14888888888888888, 0.13, 0.24000000000000002, 0.2411111111111111, 0.23444444444444443, 0.13111111111111112], [0.2112, 0.1844000000000001, 0.14719999999999997, 0.14399999999999996, 0.12719999999999998, 0.23080000000000012, 0.23120000000000013, 0.22440000000000007, 0.12360000000000002], [0.19020408163265315, 0.17081632653061235, 0.13591836734693888, 0.1318367346938776, 0.11775510204081628, 0.21081632653061239, 0.21183673469387768, 0.20530612244897978, 0.11244897959183676]]","[[0.8284444444444444, 0.6388888888888888, 0.8155555555555556, 0.8073333333333333, 0.7991111111111111, 0.7890000000000001, 0.7769999999999999, 0.7650000000000001, 0.7558888888888888], [0.8230800000000003, 0.7180799999999999, 0.8102400000000002, 0.80204, 0.79368, 0.78356, 0.77156, 0.7596, 0.7503200000000001], [0.8164897959183677, 0.7600408163265308, 0.8036530612244901, 0.7954489795918368, 0.7871632653061222, 0.7771020408163265, 0.7649999999999998, 0.7514285714285711, 0.7348367346938776]]",125,19.10.2018,3578.0000,+2.85273113e+02,+3.32166067e+01,+1.32613814e+02,+1.69831862e+02
P2,97,38,"[[0.22, 0.1933333333333333, 0.15111111111111108, 0.14888888888888888, 0.13, 0.24000000000000002, 0.2411111111111111, 0.23444444444444443, 0.13111111111111112], [0.2112, 0.1844000000000001, 0.14719999999999997, 0.14399999999999996, 0.12719999999999998, 0.23080000000000012, 0.23120000000000013, 0.22440000000000007, 0.12360000000000002], [0.19020408163265315, 0.17081632653061235, 0.13591836734693888, 0.1318367346938776, 0.11775510204081628, 0.21081632653061239, 0.21183673469387768, 0.20530612244897978, 0.11244897959183676]]","[[0.8284444444444444, 0.6388888888888888, 0.8155555555555556, 0.8073333333333333, 0.7991111111111111, 0.7890000000000001, 0.7769999999999999, 0.7650000000000001, 0.7558888888888888], [0.8230800000000003, 0.7180799999999999, 0.8102400000000002, 0.80204, 0.79368, 0.78356, 0.77156, 0.7596, 0.7503200000000001], [0.8164897959183677, 0.7600408163265308, 0.8036530612244901, 0.7954489795918368, 0.7871632653061222, 0.7771020408163265, 0.7649999999999998, 0.7514285714285711, 0.7348367346938776]]",126,19.11.2018,3609.0000,+2.86121191e+02,+3.63292191e+01,+1.33437738e+02,+1.70406424e+02
P2,97,38,"[[0.22, 0.1933333333333333, 0.15111111111111108, 0.14888888888888888, 0.13, 0.24000000000000002, 0.2411111111111111, 0.23444444444444443, 0.13111111111111112], [0.2112, 0.1844000000000001, 0.14719999999999997, 0.14399999999999996, 0.12719999999999998, 0.23080000000000012, 0.23120000000000013, 0.22440000000000007, 0.12360000000000002], [0.19020408163265315, 0.17081632653061235, 0.13591836734693888, 0.1318367346938776, 0.11775510204081628, 0.21081632653061239, 0.21183673469387768, 0.20530612244897978, 0.11244897959183676]]","[[0.8284444444444444, 0.6388888888888888, 0.8155555555555556, 0.8073333333333333, 0.7991111111111111, 0.7890000000000001, 0.7769999999999999, 0.7650000000000001, 0.7558888888888888], [0.8230800000000003, 0.7180799999999999, 0.8102400000000002, 0.80204, 0.79368, 0.78356, 0.77156, 0.7596, 0.7503200000000001], [0.8164897959183677, 0.7600408163265308, 0.8036530612244901, 0.7954489795918368, 0.7871632653061222, 0.7771020408163265, 0.7649999999999998, 0.7514285714285711, 0.7348367346938776]]",127,19.12.2018,3639.0000,+2.87803147e+02,+3.94745025e+01,+1.32934420e+02,+1.70906120e+02
P3,67,42,"[[0.2277777777777778, 0.15777777777777777, 0.14888888888888888, 0.14333333333333334, 0.1466666666666667, 0.24000000000000002, 0.23000000000000004, 0.23444444444444443, 0.14777777777777776], [0.22440000000000002, 0.19080000000000003, 0.14920000000000003, 0.1448, 0.1472, 0.24000000000000013, 0.23120000000000013, 0.2340000000000001, 0.15320000000000003], [0.22061224489795933, 0.19448979591836738, 0.15000000000000005, 0.14489795918367357, 0.14836734693877554, 0.2389795918367349, 0.23285714285714312, 0.2338775510204084, 0.1542857142857143]]","[[0.8496666666666667, 0.8427777777777777, 0.8356666666666666, 0.8279999999999998, 0.8204444444444443, 0.8108888888888889, 0.7995555555555556, 0.7878888888888889, 0.7787777777777778], [0.846, 0.83908, 0.8320000000000001, 0.8244, 0.8169199999999998, 0.8073999999999999, 0.7959200000000002, 0.7844399999999999, 0.77504], [0.8412244897959187, 0.8343469387755101, 0.8272244897959182, 0.8195918367346937, 0.8121836734693877, 0.8026122448979588, 0.791183673469388, 0.7796734693877554, 0.7702653061224491]]",2,02.01.2009,1.0000,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.60399411e+02
P3,67,42,"[[0.2277777777777778, 0.15777777777777777, 0.14888888888888888, 0.14333333333333334, 0.1466666666666667, 0.24000000000000002, 0.23000000000000004, 0.23444444444444443, 0.14777777777777776], [0.22440000000000002, 0.19080000000000003, 0.14920000000000003, 0.1448, 0.1472, 0.24000000000000013, 0.23120000000000013, 0.2340000000000001, 0.15320000000000003], [0.22061224489795933, 0.19448979591836738, 0.15000000000000005, 0.14489795918367357, 0.14836734693877554, 0.2389795918367349, 0.23285714285714312, 0.2338775510204084, 0.1542857142857143]]","[[0.8496666666666667, 0.8427777777777777, 0.8356666666666666, 0.8279999999999998, 0.8204444444444443, 0.8108888888888889, 0.7995555555555556, 0.7878888888888889, 0.7787777777777778], [0.846, 0.83908, 0.8320000000000001, 0.8244, 0.8169199999999998, 0.8073999999999999, 0.7959200000000002, 0.7844399999999999, 0.77504], [0.8412244897959187, 0.8343469387755101, 0.8272244897959182, 0.8195918367346937, 0.8121836734693877, 0.8026122448979588, 0.791183673469388, 0.7796734693877554, 0.7702653061224491]]",3,03.01.2009,2.0000,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.60399411e+02
P3,67,42,"[[0.2277777777777778, 0.15777777777777777, 0.14888888888888888, 0.14333333333333334, 0.1466666666666667, 0.24000000000000002, 0.23000000000000004, 0.23444444444444443, 0.14777777777777776], [0.22440000000000002, 0.19080000000000003, 0.14920000000000003, 0.1448, 0.1472, 0.24000000000000013, 0.23120000000000013, 0.2340000000000001, 0.15320000000000003], [0.22061224489795933, 0.19448979591836738, 0.15000000000000005, 0.14489795918367357, 0.14836734693877554, 0.2389795918367349, 0.23285714285714312, 0.2338775510204084, 0.1542857142857143]]","[[0.8496666666666667, 0.8427777777777777, 0.8356666666666666, 0.8279999999999998, 0.8204444444444443, 0.8108888888888889, 0.7995555555555556, 0.7878888888888889, 0.7787777777777778], [0.846, 0.83908, 0.8320000000000001, 0.8244, 0.8169199999999998, 0.8073999999999999, 0.7959200000000002, 0.7844399999999999, 0.77504], [0.8412244897959187, 0.8343469387755101, 0.8272244897959182, 0.8195918367346937, 0.8121836734693877, 0.8026122448979588, 0.791183673469388, 0.7796734693877554, 0.7702653061224491]]",4,08.01.2009,7.0000,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.60399411e+02
P3,67,42,"[[0.2277777777777778, 0.15777777777777777, 0.14888888888888888, 0.14333333333333334, 0.1466666666666667, 0.24000000000000002, 0.23000000000000004, 0.23444444444444443, 0.14777777777777776], [0.22440000000000002, 0.19080000000000003, 0.14920000000000003, 0.1448, 0.1472, 0.24000000000000013, 0.23120000000000013, 0.2340000000000001, 0.15320000000000003], [0.22061224489795933, 0.19448979591836738, 0.15000000000000005, 0.14489795918367357, 0.14836734693877554, 0.2389795918367349, 0.23285714285714312, 0.2338775510204084, 0.1542857142857143]]","[[0.8496666666666667, 0.8427777777777777, 0.8356666666666666, 0.8279999999999998, 0.8204444444444443, 0.8108888888888889, 0.7995555555555556, 0.7878888888888889, 0.7787777777777778], [0.846, 0.83908, 0.8320000000000001, 0.8244, 0.8169199999999998, 0.8073999999999999, 0.7959200000000002, 0.7844399999999999, 0.77504], [0.8412244897959187, 0.8343469387755101, 0.8272244897959182, 0.8195918367346937, 0.8121836734693877, 0.8026122448979588, 0.791183673469388, 0.7796734693877554, 0.7702653061224491]]",5,16.01.2009,15.0000,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.60399411e+02
P3,67,42,"[[0.2277777777777778, 0.15777777777777777, 0.14888888888888888, 0.14333333333333334, 0.1466666666666667, 0.24000000000000002, 0.23000000000000004, 0.23444444444444443, 0.14777777777777776], [0.22440000000000002, 0.19080000000000003, 0.14920000000000003, 0.1448, 0.1472, 0.24000000000000013, 0.23120000000000013, 0.2340000000000001, 0.15320000000000003], [0.22061224489795933, 0.19448979591836738, 0.15000000000000005, 0.14489795918367357, 0.14836734693877554, 0.2389795918367349, 0.23285714285714312, 0.2338775510204084, 0.1542857142857143]]","[[0.8496666666666667, 0.8427777777777777, 0.8356666666666666, 0.8279999999999998, 0.8204444444444443, 0.8108888888888889, 0.7995555555555556, 0.7878888888888889, 0.7787777777777778], [0.846, 0.83908, 0.8320000000000001, 0.8244, 0.8169199999999998, 0.8073999999999999, 0.7959200000000002, 0.7844399999999999, 0.77504], [0.8412244897959187, 0.8343469387755101, 0.8272244897959182, 0.8195918367346937, 0.8121836734693877, 0.8026122448979588, 0.791183673469388, 0.7796734693877554, 0.7702653061224491]]",6,31.01.2009,30.0000,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.60399411e+02
P3,67,42,"[[0.2277777777777778, 0.15777777777777777, 0.14888888888888888, 0.14333333333333334, 0.1466666666666667, 0.24000000000000002, 0.23000000000000004, 0.23444444444444443, 0.14777777777777776], [0.22440000000000002, 0.19080000000000003, 0.14920000000000003, 0.1448, 0.1472, 0.24000000000000013, 0.23120000000000013, 0.2340000000000001, 0.15320000000000003], [0.22061224489795933, 0.19448979591836738, 0.15000000000000005, 0.14489795918367357, 0.14836734693877554, 0.2389795918367349, 0.23285714285714312, 0.2338775510204084, 0.1542857142857143]]","[[0.8496666666666667, 0.8427777777777777, 0.8356666666666666, 0.8279999999999998, 0.8204444444444443, 0.8108888888888889, 0.7995555555555556, 0.7878888888888889, 0.7787777777777778], [0.846, 0.83908, 0.8320000000000001, 0.8244, 0.8169199999999998, 0.8073999999999999, 0.7959200000000002, 0.7844399999999999, 0.77504], [0.8412244897959187, 0.8343469387755101, 0.8272244897959182, 0.8195918367346937, 0.8121836734693877, 0.8026122448979588, 0.791183673469388, 0.7796734693877554, 0.7702653061224491]]",7,01.03.2009,59.0000,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.60399411e+02
P3,67,42,"[[0.2277777777777778, 0.15777777777777777, 0.14888888888888888, 0.14333333333333334, 0.1466666666666667, 0.24000000000000002, 0.23000000000000004, 0.23444444444444443, 0.14777777777777776], [0.22440000000000002, 0.19080000000000003, 0.14920000000000003, 0.1448, 0.1472, 0.24000000000000013, 0.23120000000000013, 0.2340000000000001, 0.15320000000000003], [0.22061224489795933, 0.19448979591836738, 0.15000000000000005, 0.14489795918367357, 0.14836734693877554, 0.2389795918367349, 0.23285714285714312, 0.2338775510204084, 0.1542857142857143]]","[[0.8496666666666667, 0.8427777777777777, 0.8356666666666666, 0.8279999999999998, 0.8204444444444443, 0.8108888888888889, 0.7995555555555556, 0.7878888888888889, 0.7787777777777778], [0.846, 0.83908, 0.8320000000000001, 0.8244, 0.8169199999999998, 0.8073999999999999, 0.7959200000000002, 0.7844399999999999, 0.77504], [0.8412244897959187, 0.8343469387755101, 0.8272244897959182, 0.8195918367346937, 0.8121836734693877, 0.8026122448979588, 0.791183673469388, 0.7796734693877554, 0.7702653061224491]]",8,01.04.2009,90.0000,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.60399411e+02
P3,67,42,"[[0.2277777777777778, 0.15777777777777777, 0.14888888888888888, 0.14333333333333334, 0.1466666666666667, 0.24000000000000002, 0.23000000000000004, 0.23444444444444443, 0.14777777777777776], [0.22440000000000002, 0.19080000000000003, 0.14920000000000003, 0.1448, 0.1472, 0.24000000000000013, 0.23120000000000013, 0.2340000000000001, 0.15320000000000003], [0.22061224489795933, 0.19448979591836738, 0.15000000000000005, 0.14489795918367357, 0.14836734693877554, 0.2389795918367349, 0.23285714285714312, 0.2338775510204084, 0.1542857142857143]]","[[0.8496666666666667, 0.8427777777777777, 0.8356666666666666, 0.8279999999999998, 0.8204444444444443, 0.8108888888888889, 0.7995555555555556, 0.7878888888888889, 0.7787777777777778], [0.846, 0.83908, 0.8320000000000001, 0.8244, 0.8169199999999998, 0.8073999999999999, 0.7959200000000002, 0.7844399999999999, 0.77504], [0.8412244897959187, 0.8343469387755101, 0.8272244897959182, 0.8195918367346937, 0.8121836734693877, 0.8026122448979588, 0.791183673469388, 0.7796734693877554, 0.7702653061224491]]",9,30.04.2009,119.0000,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.60399411e+02
P3,67,42,"[[0.2277777777777778, 0.15777777777777777, 0.14888888888888888, 0.14333333333333334, 0.1466666666666667, 0.24000000000000002, 0.23000000000000004, 0.23444444444444443, 0.14777777777777776], [0.22440000000000002, 0.19080000000000003, 0.14920000000000003, 0.1448, 0.1472, 0.24000000000000013, 0.23120000000000013, 0.2340000000000001, 0.15320000000000003], [0.22061224489795933, 0.19448979591836738, 0.15000000000000005, 0.14489795918367357, 0.14836734693877554, 0.2389795918367349, 0.23285714285714312, 0.2338775510204084, 0.1542857142857143]]","[[0.8496666666666667, 0.8427777777777777, 0.8356666666666666, 0.8279999999999998, 0.8204444444444443, 0.8108888888888889, 0.7995555555555556, 0.7878888888888889, 0.7787777777777778], [0.846, 0.83908, 0.8320000000000001, 0.8244, 0.8169199999999998, 0.8073999999999999, 0.7959200000000002, 0.7844399999999999, 0.77504], [0.8412244897959187, 0.8343469387755101, 0.8272244897959182, 0.8195918367346937, 0.8121836734693877, 0.8026122448979588, 0.791183673469388, 0.7796734693877554, 0.7702653061224491]]",10,30.05.2009,149.0000,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.60392411e+02
P3,67,42,"[[0.2277777777777778, 0.15777777777777777, 0.14888888888888888, 0.14333333333333334, 0.1466666666666667, 0.24000000000000002, 0.23000000000000004, 0.23444444444444443, 0.14777777777777776], [0.22440000000000002, 0.19080000000000003, 0.14920000000000003, 0.1448, 0.1472, 0.24000000000000013, 0.23120000000000013, 0.2340000000000001, 0.15320000000000003], [0.22061224489795933, 0.19448979591836738, 0.15000000000000005, 0.14489795918367357, 0.14836734693877554, 0.2389795918367349, 0.23285714285714312, 0.2338775510204084, 0.1542857142857143]]","[[0.8496666666666667, 0.8427777777777777, 0.8356666666666666, 0.8279999999999998, 0.8204444444444443, 0.8108888888888889, 0.7995555555555556, 0.7878888888888889, 0.7787777777777778], [0.846, 0.83908, 0.8320000000000001, 0.8244, 0.8169199999999998, 0.8073999999999999, 0.7959200000000002, 0.7844399999999999, 0.77504], [0.8412244897959187, 0.8343469387755101, 0.8272244897959182, 0.8195918367346937, 0.8121836734693877, 0.8026122448979588, 0.791183673469388, 0.7796734693877554, 0.7702653061224491]]",11,30.06.2009,180.0000,+0.00000000e+00,+0.00000000e+00,+0.00000000e+00,+1.60363227e+02
