Well Name,Initial X,Initial Y,SOIL,Шаг,Дата,Дней,"Дебит нефти, ст.м3/сут","Дебит воды, ст.м3/сут","Забойное давление (И), Бара","WBP9, Бара"
P4,76,42,"[[0.8714444444444445, 0.6724444444444444, 0.857888888888889, 0.8501111111111112, 0.8421111111111113, 0.8322222222222222, 0.8201111111111111, 0.8081111111111112, 0.7992222222222223], [0.86972, 0.6906800000000001, 0.85612, 0.8483599999999999, 0.8405199999999999, 0.83052, 0.8179599999999999, 0.8060799999999999, 0.79752], [0.8673061224489794, 0.7027755102040816, 0.8536326530612244, 0.8458367346938773, 0.8379999999999999, 0.825795918367347, 0.8075102040816327, 0.7946938775510204, 0.7950612244897959]]",122,20.07.2018,3487.0000,+3.18867838e+02,+1.48218190e+00,+9.99898779e+01,+8.08355427e+01
P4,76,42,"[[0.8714444444444445, 0.6724444444444444, 0.857888888888889, 0.8501111111111112, 0.8421111111111113, 0.8322222222222222, 0.8201111111111111, 0.8081111111111112, 0.7992222222222223], [0.86972, 0.6906800000000001, 0.85612, 0.8483599999999999, 0.8405199999999999, 0.83052, 0.8179599999999999, 0.8060799999999999, 0.79752], [0.8673061224489794, 0.7027755102040816, 0.8536326530612244, 0.8458367346938773, 0.8379999999999999, 0.825795918367347, 0.8075102040816327, 0.7946938775510204, 0.7950612244897959]]",123,20.08.2018,3518.0000,+3.18548211e+02,+1.48857888e+00,+9.97078823e+01,+8.16049993e+01
P4,76,42,"[[0.8714444444444445, 0.6724444444444444, 0.857888888888889, 0.8501111111111112, 0.8421111111111113, 0.8322222222222222, 0.8201111111111111, 0.8081111111111112, 0.7992222222222223], [0.86972, 0.6906800000000001, 0.85612, 0.8483599999999999, 0.8405199999999999, 0.83052, 0.8179599999999999, 0.8060799999999999, 0.79752], [0.8673061224489794, 0.7027755102040816, 0.8536326530612244, 0.8458367346938773, 0.8379999999999999, 0.825795918367347, 0.8075102040816327, 0.7946938775510204, 0.7950612244897959]]",124,19.09.2018,3548.0000,+3.10000278e+02,+1.45369167e+00,+1.01084766e+02,+8.25646466e+01
P4,76,42,"[[0.8714444444444445, 0.6724444444444444, 0.857888888888889, 0.8501111111111112, 0.8421111111111113, 0.8322222222222222, 0.8201111111111111, 0.8081111111111112, 0.7992222222222223], [0.86972, 0.6906800000000001, 0.85612, 0.8483599999999999, 0.8405199999999999, 0.83052, 0.8179599999999999, 0.8060799999999999, 0.79752], [0.8673061224489794, 0.7027755102040816, 0.8536326530612244, 0.8458367346938773, 0.8379999999999999, 0.825795918367347, 0.8075102040816327, 0.7946938775510204, 0.7950612244897959]]",125,19.10.2018,3578.0000,+3.15678025e+02,+1.48881475e+00,+1.00178794e+02,+8.31664855e+01
P4,76,42,"[[0.8714444444444445, 0.6724444444444444, 0.857888888888889, 0.8501111111111112, 0.8421111111111113, 0.8322222222222222, 0.8201111111111111, 0.8081111111111112, 0.7992222222222223], [0.86972, 0.6906800000000001, 0.85612, 0.8483599999999999, 0.8405199999999999, 0.83052, 0.8179599999999999, 0.8060799999999999, 0.79752], [0.8673061224489794, 0.7027755102040816, 0.8536326530612244, 0.8458367346938773, 0.8379999999999999, 0.825795918367347, 0.8075102040816327, 0.7946938775510204, 0.7950612244897959]]",126,19.11.2018,3609.0000,+3.05068413e+02,+1.44542729e+00,+1.00298763e+02,+8.41667622e+01
P4,76,42,"[[0.8714444444444445, 0.6724444444444444, 0.857888888888889, 0.8501111111111112, 0.8421111111111113, 0.8322222222222222, 0.8201111111111111, 0.8081111111111112, 0.7992222222222223], [0.86972, 0.6906800000000001, 0.85612, 0.8483599999999999, 0.8405199999999999, 0.83052, 0.8179599999999999, 0.8060799999999999, 0.79752], [0.8673061224489794, 0.7027755102040816, 0.8536326530612244, 0.8458367346938773, 0.8379999999999999, 0.825795918367347, 0.8075102040816327, 0.7946938775510204, 0.7950612244897959]]",127,19.12.2018,3639.0000,+3.19899238e+02,+1.52880185e+00,+1.00304279e+02,+8.45888998e+01
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",2,02.01.2009,1.0000,+0.00000000e+00,+0.00000000e+00,+1.52315591e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",3,03.01.2009,2.0000,+0.00000000e+00,+0.00000000e+00,+1.52315591e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",4,08.01.2009,7.0000,+0.00000000e+00,+0.00000000e+00,+1.50604311e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",5,16.01.2009,15.0000,+0.00000000e+00,+0.00000000e+00,+1.50296805e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",6,31.01.2009,30.0000,+0.00000000e+00,+0.00000000e+00,+1.49592850e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",7,01.03.2009,59.0000,+0.00000000e+00,+0.00000000e+00,+1.48360067e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",8,01.04.2009,90.0000,+0.00000000e+00,+0.00000000e+00,+1.47996023e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",9,30.04.2009,119.0000,+0.00000000e+00,+0.00000000e+00,+1.48266987e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",10,30.05.2009,149.0000,+0.00000000e+00,+0.00000000e+00,+1.46940436e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",11,30.06.2009,180.0000,+0.00000000e+00,+0.00000000e+00,+1.47718165e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",12,29.07.2009,209.0000,+0.00000000e+00,+0.00000000e+00,+1.46929404e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",13,29.08.2009,240.0000,+0.00000000e+00,+0.00000000e+00,+1.45539420e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",14,28.09.2009,270.0000,+0.00000000e+00,+0.00000000e+00,+1.44756865e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",15,27.10.2009,299.0000,+0.00000000e+00,+0.00000000e+00,+1.43739199e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",16,27.11.2009,330.0000,+0.00000000e+00,+0.00000000e+00,+1.43196581e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",17,26.12.2009,359.0000,+0.00000000e+00,+0.00000000e+00,+1.42174778e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",18,26.01.2010,390.0000,+0.00000000e+00,+0.00000000e+00,+1.38983193e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",19,25.02.2010,420.0000,+0.00000000e+00,+0.00000000e+00,+1.38388175e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",20,26.03.2010,449.0000,+0.00000000e+00,+0.00000000e+00,+1.37835216e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",21,26.04.2010,480.0000,+0.00000000e+00,+0.00000000e+00,+1.36081878e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",22,25.05.2010,509.0000,+0.00000000e+00,+0.00000000e+00,+1.33465317e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",23,24.06.2010,539.0000,+0.00000000e+00,+0.00000000e+00,+1.31958812e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",24,25.07.2010,570.0000,+0.00000000e+00,+0.00000000e+00,+1.29615283e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",25,30.07.2010,575.0000,+0.00000000e+00,+0.00000000e+00,+1.27815061e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",26,09.08.2010,585.0000,+0.00000000e+00,+0.00000000e+00,+1.27932272e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",27,23.08.2010,599.0000,+0.00000000e+00,+0.00000000e+00,+1.27109727e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",28,23.09.2010,630.0000,+0.00000000e+00,+0.00000000e+00,+1.26697420e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",29,23.10.2010,660.0000,+0.00000000e+00,+0.00000000e+00,+1.24106369e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",30,21.11.2010,689.0000,+0.00000000e+00,+0.00000000e+00,+1.22410258e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",31,22.12.2010,720.0000,+0.00000000e+00,+0.00000000e+00,+1.21782146e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",32,20.01.2011,749.0000,+0.00000000e+00,+0.00000000e+00,+1.20583837e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",33,20.02.2011,780.0000,+0.00000000e+00,+0.00000000e+00,+1.19705444e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",34,22.03.2011,810.0000,+0.00000000e+00,+0.00000000e+00,+1.18502308e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",35,20.04.2011,839.0000,+0.00000000e+00,+0.00000000e+00,+1.18091381e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",36,21.05.2011,870.0000,+0.00000000e+00,+0.00000000e+00,+1.16335285e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",37,20.06.2011,900.0000,+0.00000000e+00,+0.00000000e+00,+1.15998821e+02,+0.00000000e+00
P5,43,46,"[[0.7241111111111111, 0.6653333333333333, 0.6328888888888888, 0.5892222222222223, 0.5495555555555556, 0.522, 0.4943333333333334, 0.4497777777777778, 0.4080000000000046], [0.73508, 0.6800799999999999, 0.6704400000000001, 0.6379199999999999, 0.5998, 0.5633199999999999, 0.5257600000000001, 0.43660000000000737, 0.4354800000000097], [0.7320952380952382, 0.6725714285714284, 0.6710238095238097, 0.6425952380952382, 0.606, 0.5483095238095238, 0.491523809523814, 0.4024285714285805, 0.40911904761906015]]",38,20.07.2011,930.0000,+0.00000000e+00,+0.00000000e+00,+1.15982274e+02,+0.00000000e+00
