Well Name,Initial X,Initial Y,PORO,SOIL,Шаг,Дата,Дней,"Дебит нефти, ст.м3/сут","Дебит воды, ст.м3/сут","Забойное давление (И), Бара","WBP9, Бара","Дебит нефти (И), ст.бр/сут","Забойное давление (И), Фунт-сила / кв.дюйм (абс.)"
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",47,19.04.2012,1204.0000,+0.00000000e+00,+0.00000000e+00,+1.01574294e+02,+0.00000000e+00,0.0,1473.2132453171998
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",48,20.05.2012,1235.0000,+0.00000000e+00,+0.00000000e+00,+1.00853791e+02,+0.00000000e+00,0.0,1462.7632139058
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",49,19.06.2012,1265.0000,+0.00000000e+00,+0.00000000e+00,+1.00022973e+02,+0.00000000e+00,0.0,1450.7131957974
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",50,20.07.2012,1296.0000,+0.00000000e+00,+0.00000000e+00,+1.00069857e+02,+0.00000000e+00,0.0,1451.3931919566
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",51,19.08.2012,1326.0000,+0.00000000e+00,+0.00000000e+00,+9.97975141e+01,+0.00000000e+00,0.0,1447.44318500358
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",52,18.09.2012,1356.0000,+0.00000000e+00,+0.00000000e+00,+9.75119012e+01,+0.00000000e+00,0.0,1414.2931126245599
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",53,19.10.2012,1387.0000,+0.00000000e+00,+0.00000000e+00,+9.75574066e+01,+0.00000000e+00,0.0,1414.95311384508
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",54,18.11.2012,1417.0000,+0.00000000e+00,+0.00000000e+00,+9.76201489e+01,+0.00000000e+00,0.0,1415.86311561582
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",55,19.12.2012,1448.0000,+0.00000000e+00,+0.00000000e+00,+9.72209423e+01,+0.00000000e+00,0.0,1410.07310293074
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",56,18.01.2013,1478.0000,+0.00000000e+00,+0.00000000e+00,+9.77077124e+01,+0.00000000e+00,0.0,1417.1331191071201
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",57,18.02.2013,1509.0000,+0.00000000e+00,+0.00000000e+00,+9.79566132e+01,+0.00000000e+00,0.0,1420.74312653016
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",58,20.03.2013,1539.0000,+0.00000000e+00,+0.00000000e+00,+9.66438509e+01,+0.00000000e+00,0.0,1401.70308468342
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",59,20.04.2013,1570.0000,+0.00000000e+00,+0.00000000e+00,+9.69189518e+01,+0.00000000e+00,0.0,1405.6930931168401
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",60,20.05.2013,1600.0000,+0.00000000e+00,+0.00000000e+00,+9.67003880e+01,+0.00000000e+00,0.0,1402.5230874744
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",61,19.06.2013,1630.0000,+0.00000000e+00,+0.00000000e+00,+9.75346539e+01,+0.00000000e+00,0.0,1414.62311323482
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",62,20.07.2013,1661.0000,+0.00000000e+00,+0.00000000e+00,+9.43940907e+01,+0.00000000e+00,0.0,1369.07301269466
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",63,19.08.2013,1691.0000,+0.00000000e+00,+0.00000000e+00,+9.54145152e+01,+0.00000000e+00,0.0,1383.87304555776
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",64,19.09.2013,1722.0000,+0.00000000e+00,+0.00000000e+00,+9.50387508e+01,+0.00000000e+00,0.0,1378.4230338530401
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",65,19.10.2013,1752.0000,+0.00000000e+00,+0.00000000e+00,+9.60460752e+01,+0.00000000e+00,0.0,1393.03306548576
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",66,19.11.2013,1783.0000,+0.00000000e+00,+0.00000000e+00,+9.55096629e+01,+0.00000000e+00,0.0,1385.2530487690199
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",67,19.12.2013,1813.0000,+0.00000000e+00,+0.00000000e+00,+9.53807309e+01,+0.00000000e+00,0.0,1383.38304482742
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",68,19.01.2014,1844.0000,+0.00000000e+00,+0.00000000e+00,+9.49105083e+01,+0.00000000e+00,0.0,1376.56303028154
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",69,18.02.2014,1874.0000,+0.00000000e+00,+0.00000000e+00,+9.47581341e+01,+0.00000000e+00,0.0,1374.35302535958
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",70,20.03.2014,1904.0000,+0.00000000e+00,+0.00000000e+00,+9.53738361e+01,+0.00000000e+00,0.0,1383.28304402718
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",71,20.04.2014,1935.0000,+0.00000000e+00,+0.00000000e+00,+9.46609179e+01,+0.00000000e+00,0.0,1372.94302103802
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",72,20.05.2014,1965.0000,+0.00000000e+00,+0.00000000e+00,+9.40838265e+01,+0.00000000e+00,0.0,1364.5730027907
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",73,20.06.2014,1996.0000,+0.00000000e+00,+0.00000000e+00,+9.39314523e+01,+0.00000000e+00,0.0,1362.36299786874
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",74,20.07.2014,2026.0000,+0.00000000e+00,+0.00000000e+00,+9.46664337e+01,+0.00000000e+00,0.0,1373.02302109806
P10,101,45,"[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","[[0.7908888888888889, 0.7852222222222222, 0.7784444444444445, 0.7703333333333333, 0.7624444444444446, 0.7524444444444444, 0.7407777777777779, 0.7279999999999999, 0.7081111111111111], [0.79168, 0.69312, 0.7789999999999999, 0.7710000000000001, 0.7631200000000001, 0.75312, 0.74112, 0.72332, 0.6957999999999999], [0.775408163265306, 0.6448163265306123, 0.7788163265306123, 0.7707755102040815, 0.7628367346938777, 0.7528367346938774, 0.7380204081632654, 0.7042857142857144, 0.609734693877551]]",75,20.08.2014,2057.0000,+0.00000000e+00,+0.00000000e+00,+9.34667455e+01,+0.00000000e+00,0.0,1355.6229833829
