Well Name,Initial X,Initial Y,PORO,SOIL,Шаг,Дата,Дней,"Дебит нефти, ст.м3/сут","Дебит воды, ст.м3/сут","Обводнённость, доля","WBP9, Бара"
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",97,19.06.2016,2726.0000,+3.14147942e+02,+4.39917669e-01,+1.39839366e-03,+1.05228606e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",98,20.07.2016,2757.0000,+3.15299665e+02,+4.45714814e-01,+1.41162735e-03,+1.05604382e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",99,19.08.2016,2787.0000,+3.24257927e+02,+4.63002905e-01,+1.42584867e-03,+1.05780745e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",100,18.09.2016,2817.0000,+3.12560802e+02,+4.49777842e-01,+1.43694134e-03,+1.06325987e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",101,19.10.2016,2848.0000,+3.14280966e+02,+4.56354263e-01,+1.44995281e-03,+1.06694958e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",102,18.11.2016,2878.0000,+3.12553220e+02,+4.57360253e-01,+1.46116548e-03,+1.07208748e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",103,19.12.2016,2909.0000,+3.25078277e+02,+4.80582614e-01,+1.47617735e-03,+1.07330032e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",104,18.01.2017,2939.0000,+3.20616414e+02,+4.77725557e-01,+1.48780528e-03,+1.07787295e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",105,18.02.2017,2970.0000,+3.17251319e+02,+4.76791232e-01,+1.50062653e-03,+1.08157510e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",106,20.03.2017,3000.0000,+3.14486770e+02,+4.76330033e-01,+1.51233600e-03,+1.08578211e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",107,20.04.2017,3031.0000,+3.16262413e+02,+4.83076942e-01,+1.52512650e-03,+1.08916382e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",108,20.05.2017,3061.0000,+3.19698581e+02,+4.92438731e-01,+1.53795297e-03,+1.09174056e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",109,19.06.2017,3091.0000,+3.19324834e+02,+4.95715795e-01,+1.54998106e-03,+1.09519367e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",110,20.07.2017,3122.0000,+3.18905287e+02,+4.98683389e-01,+1.56129365e-03,+1.10011276e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",111,19.08.2017,3152.0000,+3.12226816e+02,+4.91204099e-01,+1.57075726e-03,+1.10669355e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",112,19.09.2017,3183.0000,+3.21614658e+02,+5.09802007e-01,+1.58262433e-03,+1.11103779e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",113,19.10.2017,3213.0000,+3.13209201e+02,+4.99388586e-01,+1.59188687e-03,+1.11781060e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",114,19.11.2017,3244.0000,+3.16602958e+02,+5.08231784e-01,+1.60269268e-03,+1.12327508e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",115,19.12.2017,3274.0000,+3.12135964e+02,+5.04146168e-01,+1.61254475e-03,+1.12904826e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",116,19.01.2018,3305.0000,+3.23540944e+02,+5.26495598e-01,+1.62464825e-03,+1.13252748e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",117,18.02.2018,3335.0000,+3.13410319e+02,+5.12921146e-01,+1.63390626e-03,+1.13862550e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",118,20.03.2018,3365.0000,+3.15697775e+02,+5.19834818e-01,+1.64391483e-03,+1.14374472e+02
P8,70,46,"[[0.23111111111111113, 0.11333333333333334, 0.14, 0.15555555555555556, 0.16666666666666663, 0.23555555555555557, 0.24000000000000002, 0.23333333333333334, 0.17555555555555555], [0.18320000000000003, 0.12119999999999999, 0.11320000000000005, 0.12560000000000002, 0.12960000000000002, 0.18880000000000002, 0.1904, 0.1852, 0.1416], [0.19023809523809532, 0.1407142857142857, 0.11857142857142858, 0.12952380952380954, 0.13428571428571429, 0.19761904761904775, 0.19761904761904772, 0.19166666666666674, 0.14357142857142857]]","[[0.8104444444444445, 0.8034444444444445, 0.7964444444444445, 0.7886666666666667, 0.7814444444444445, 0.7717777777777779, 0.7605555555555557, 0.7487777777777778, 0.7395555555555555], [0.8114800000000001, 0.7398, 0.7974799999999999, 0.7899200000000001, 0.7826400000000001, 0.7730400000000002, 0.76164, 0.7486000000000002, 0.73188], [0.8194047619047621, 0.6564761904761904, 0.8054047619047618, 0.7978571428571429, 0.7905476190476192, 0.7810238095238095, 0.7695476190476191, 0.7569285714285715, 0.7423095238095238]]",119,20.04.2018,3396.0000,+3.10548517e+02,+5.14312673e-01,+1.65340447e-03,+1.14987968e+02
