Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Обводнённость, доля"	"WBP9, Бара"
I7	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71874395e+02
I7	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71874395e+02
I7	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71874395e+02
I7	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71874395e+02
I7	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71874395e+02
I7	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71874395e+02
I7	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71874395e+02
I7	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71694766e+02
I7	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71252247e+02
I7	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.70616416e+02
I7	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69824228e+02
I7	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69074520e+02
I7	15	27.10.2009	299.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.68316811e+02
I7	16	27.11.2009	330.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67448063e+02
I7	17	26.12.2009	359.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66555234e+02
I7	18	26.01.2010	390.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.65468709e+02
I7	19	25.02.2010	420.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64339015e+02
I7	20	26.03.2010	449.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63025114e+02
I7	21	26.04.2010	480.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61492267e+02
I7	22	25.05.2010	509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59988161e+02
I7	23	24.06.2010	539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58381895e+02
I7	24	25.07.2010	570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56669914e+02
I7	25	30.07.2010	575.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56393873e+02
I7	26	09.08.2010	585.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55835801e+02
I7	27	23.08.2010	599.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55043615e+02
I7	28	23.09.2010	630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53239800e+02
I7	29	23.10.2010	660.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51583400e+02
I7	30	21.11.2010	689.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.50190431e+02
I7	31	22.12.2010	720.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49041773e+02
I7	32	20.01.2011	749.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.48399214e+02
I7	33	20.02.2011	780.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.48368960e+02
I7	34	22.03.2011	810.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.48990738e+02
I7	35	20.04.2011	839.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49744475e+02
I7	36	21.05.2011	870.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.50623040e+02
I7	37	20.06.2011	900.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51397001e+02
I7	38	20.07.2011	930.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.52099472e+02
I7	39	20.08.2011	961.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.52759714e+02
I7	40	19.09.2011	991.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53352352e+02
I7	41	20.10.2011	1022.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53932856e+02
I7	42	19.11.2011	1052.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54461417e+02
I7	43	20.12.2011	1083.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54985502e+02
I7	44	19.01.2012	1113.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55475909e+02
I7	45	18.02.2012	1143.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55936999e+02
I7	46	20.03.2012	1174.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56421527e+02
I7	47	19.04.2012	1204.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56876455e+02
I7	48	20.05.2012	1235.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57331753e+02
I7	49	19.06.2012	1265.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57759594e+02
I7	50	20.07.2012	1296.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58199513e+02
I7	51	19.08.2012	1326.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58620881e+02
I7	52	18.09.2012	1356.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59045676e+02
I7	53	19.10.2012	1387.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59466129e+02
I7	54	18.11.2012	1417.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59871492e+02
I7	55	19.12.2012	1448.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60283997e+02
I7	56	18.01.2013	1478.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60686577e+02
I7	57	18.02.2013	1509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61073770e+02
I7	58	20.03.2013	1539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61466955e+02
I7	59	20.04.2013	1570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61875767e+02
I7	60	20.05.2013	1600.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62258078e+02
I7	61	19.06.2013	1630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62639962e+02
I7	62	20.07.2013	1661.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63036855e+02
I7	63	19.08.2013	1691.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63419976e+02
I7	64	19.09.2013	1722.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63816531e+02
I7	65	19.10.2013	1752.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64211491e+02
I7	66	19.11.2013	1783.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64601545e+02
I7	67	19.12.2013	1813.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64978753e+02
I7	68	19.01.2014	1844.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.65355084e+02
I7	69	18.02.2014	1874.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.65709495e+02
I7	70	20.03.2014	1904.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66076115e+02
I7	71	20.04.2014	1935.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66460352e+02
I7	72	20.05.2014	1965.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66821278e+02
I7	73	20.06.2014	1996.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67189030e+02
I7	74	20.07.2014	2026.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67542088e+02
I7	75	20.08.2014	2057.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67909825e+02
I7	76	19.09.2014	2087.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.68262708e+02
I7	77	19.10.2014	2117.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.68634203e+02
I7	78	19.11.2014	2148.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69012278e+02
I7	79	19.12.2014	2178.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69375742e+02
I7	80	19.01.2015	2209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69744421e+02
I7	81	18.02.2015	2239.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.70113057e+02
I7	82	21.03.2015	2270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.70486716e+02
I7	83	20.04.2015	2300.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.70842856e+02
I7	84	21.05.2015	2331.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71213949e+02
I7	85	20.06.2015	2361.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71567777e+02
I7	86	20.07.2015	2391.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71914716e+02
I7	87	20.08.2015	2422.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72276360e+02
I7	88	19.09.2015	2452.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72634375e+02
I7	89	20.10.2015	2483.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72973155e+02
I7	90	19.11.2015	2513.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.73311727e+02
I7	91	20.12.2015	2544.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.73674921e+02
I7	92	19.01.2016	2574.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74033126e+02
I7	93	18.02.2016	2604.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74386221e+02
I7	94	20.03.2016	2635.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74731767e+02
I7	95	19.04.2016	2665.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.75082601e+02
I7	96	20.05.2016	2696.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.75429999e+02
I7	97	19.06.2016	2726.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.75774264e+02
I7	98	20.07.2016	2757.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.76117076e+02
I7	99	19.08.2016	2787.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.76451985e+02
I7	100	18.09.2016	2817.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.76788370e+02
I7	101	19.10.2016	2848.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.77136623e+02
I7	102	18.11.2016	2878.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.77486948e+02
I7	103	19.12.2016	2909.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.77857037e+02
I7	104	18.01.2017	2939.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.78180703e+02
I7	105	18.02.2017	2970.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.78533426e+02
I7	106	20.03.2017	3000.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.78870043e+02
I7	107	20.04.2017	3031.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.79213422e+02
I7	108	20.05.2017	3061.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.79559189e+02
I7	109	19.06.2017	3091.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.79901129e+02
I7	110	20.07.2017	3122.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.80383619e+02
I7	111	19.08.2017	3152.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.80830257e+02
I7	112	19.09.2017	3183.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.81290788e+02
I7	113	19.10.2017	3213.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.81726350e+02
I7	114	19.11.2017	3244.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.82183244e+02
I7	115	19.12.2017	3274.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.82610774e+02
I7	116	19.01.2018	3305.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.83046142e+02
I7	117	18.02.2018	3335.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.83482052e+02
I7	118	20.03.2018	3365.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.84096503e+02
I7	119	20.04.2018	3396.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.84746910e+02
I7	120	20.05.2018	3426.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.85369072e+02
I7	121	20.06.2018	3457.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.86002281e+02
I7	122	20.07.2018	3487.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.86629534e+02
I7	123	20.08.2018	3518.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.87273270e+02
I7	124	19.09.2018	3548.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.87871964e+02
I7	125	19.10.2018	3578.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.88456494e+02
I7	126	19.11.2018	3609.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.89070715e+02
I7	127	19.12.2018	3639.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.89652860e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Обводнённость, доля"	"WBP9, Бара"
I8	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72749977e+02
I8	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72749977e+02
I8	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72749977e+02
I8	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72749977e+02
I8	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72749977e+02
I8	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72749977e+02
I8	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72749977e+02
I8	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72749977e+02
I8	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72437512e+02
I8	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71862220e+02
I8	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71263624e+02
I8	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.70561137e+02
I8	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69858148e+02
I8	15	27.10.2009	299.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69147786e+02
I8	16	27.11.2009	330.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.68321833e+02
I8	17	26.12.2009	359.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67465673e+02
I8	18	26.01.2010	390.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66436612e+02
I8	19	25.02.2010	420.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.65364318e+02
I8	20	26.03.2010	449.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63998566e+02
I8	21	26.04.2010	480.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62446959e+02
I8	22	25.05.2010	509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60962356e+02
I8	23	24.06.2010	539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59375260e+02
I8	24	25.07.2010	570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57675692e+02
I8	25	30.07.2010	575.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57405549e+02
I8	26	09.08.2010	585.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56857462e+02
I8	27	23.08.2010	599.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56076860e+02
I8	28	23.09.2010	630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54305501e+02
I8	29	23.10.2010	660.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.52646906e+02
I8	30	21.11.2010	689.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51183606e+02
I8	31	22.12.2010	720.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49918659e+02
I8	32	20.01.2011	749.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49089536e+02
I8	33	20.02.2011	780.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.48685790e+02
I8	34	22.03.2011	810.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.48971262e+02
I8	35	20.04.2011	839.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.50711799e+02
I8	36	21.05.2011	870.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51898014e+02
I8	37	20.06.2011	900.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.52818167e+02
I8	38	20.07.2011	930.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53605322e+02
I8	39	20.08.2011	961.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54317738e+02
I8	40	19.09.2011	991.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54953355e+02
I8	41	20.10.2011	1022.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55571683e+02
I8	42	19.11.2011	1052.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56118595e+02
I8	43	20.12.2011	1083.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56659192e+02
I8	44	19.01.2012	1113.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57165426e+02
I8	45	18.02.2012	1143.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57635350e+02
I8	46	20.03.2012	1174.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58132516e+02
I8	47	19.04.2012	1204.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58595273e+02
I8	48	20.05.2012	1235.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59060499e+02
I8	49	19.06.2012	1265.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59494513e+02
I8	50	20.07.2012	1296.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59939100e+02
I8	51	19.08.2012	1326.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60369102e+02
I8	52	18.09.2012	1356.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60799689e+02
I8	53	19.10.2012	1387.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61217735e+02
I8	54	18.11.2012	1417.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61624515e+02
I8	55	19.12.2012	1448.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62037548e+02
I8	56	18.01.2013	1478.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62443600e+02
I8	57	18.02.2013	1509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62831181e+02
I8	58	20.03.2013	1539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63232242e+02
I8	59	20.04.2013	1570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63641243e+02
I8	60	20.05.2013	1600.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64024041e+02
I8	61	19.06.2013	1630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64410369e+02
I8	62	20.07.2013	1661.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64810010e+02
I8	63	19.08.2013	1691.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.65198780e+02
I8	64	19.09.2013	1722.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.65601050e+02
I8	65	19.10.2013	1752.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66002453e+02
I8	66	19.11.2013	1783.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66392181e+02
I8	67	19.12.2013	1813.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66767179e+02
I8	68	19.01.2014	1844.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67141528e+02
I8	69	18.02.2014	1874.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67494266e+02
I8	70	20.03.2014	1904.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67864746e+02
I8	71	20.04.2014	1935.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.68245927e+02
I8	72	20.05.2014	1965.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.68607995e+02
I8	73	20.06.2014	1996.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.68981905e+02
I8	74	20.07.2014	2026.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69335895e+02
I8	75	20.08.2014	2057.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69703409e+02
I8	76	19.09.2014	2087.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.70060997e+02
I8	77	19.10.2014	2117.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.70441360e+02
I8	78	19.11.2014	2148.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.70813182e+02
I8	79	19.12.2014	2178.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71178288e+02
I8	80	19.01.2015	2209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71542493e+02
I8	81	18.02.2015	2239.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71915056e+02
I8	82	21.03.2015	2270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72292557e+02
I8	83	20.04.2015	2300.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72642076e+02
I8	84	21.05.2015	2331.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.73012642e+02
I8	85	20.06.2015	2361.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.73379336e+02
I8	86	20.07.2015	2391.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.73727745e+02
I8	87	20.08.2015	2422.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74090636e+02
I8	88	19.09.2015	2452.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74437210e+02
I8	89	20.10.2015	2483.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74784190e+02
I8	90	19.11.2015	2513.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.75124680e+02
I8	91	20.12.2015	2544.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.75492993e+02
I8	92	19.01.2016	2574.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.75851749e+02
I8	93	18.02.2016	2604.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.76207197e+02
I8	94	20.03.2016	2635.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.76556630e+02
I8	95	19.04.2016	2665.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.76904215e+02
I8	96	20.05.2016	2696.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.77251047e+02
I8	97	19.06.2016	2726.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.77599647e+02
I8	98	20.07.2016	2757.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.77944316e+02
I8	99	19.08.2016	2787.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.78289497e+02
I8	100	18.09.2016	2817.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.78621416e+02
I8	101	19.10.2016	2848.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.78965213e+02
I8	102	18.11.2016	2878.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.79318792e+02
I8	103	19.12.2016	2909.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.79675927e+02
I8	104	18.01.2017	2939.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.80004021e+02
I8	105	18.02.2017	2970.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.80368450e+02
I8	106	20.03.2017	3000.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.80707353e+02
I8	107	20.04.2017	3031.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.81043384e+02
I8	108	20.05.2017	3061.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.81392568e+02
I8	109	19.06.2017	3091.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.81741675e+02
I8	110	20.07.2017	3122.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.82164884e+02
I8	111	19.08.2017	3152.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.82579757e+02
I8	112	19.09.2017	3183.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.83034240e+02
I8	113	19.10.2017	3213.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.83463216e+02
I8	114	19.11.2017	3244.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.83917880e+02
I8	115	19.12.2017	3274.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.84332776e+02
I8	116	19.01.2018	3305.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.84777500e+02
