Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Обводнённость, доля"	"Забойное давление, Бара"	"WBP9, Бара"
I3	113	19.10.2017	3213.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.93883378e+02	+1.72116671e+02
I3	114	19.11.2017	3244.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.94331759e+02	+1.72565489e+02
I3	115	19.12.2017	3274.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.94786564e+02	+1.73020801e+02
I3	116	19.01.2018	3305.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.95253373e+02	+1.73488059e+02
I3	117	18.02.2018	3335.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.95695536e+02	+1.73930628e+02
I3	118	20.03.2018	3365.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.96186193e+02	+1.74421649e+02
I3	119	20.04.2018	3396.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.96746642e+02	+1.74982551e+02
I3	120	20.05.2018	3426.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.97317230e+02	+1.75553678e+02
I3	121	20.06.2018	3457.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.97920172e+02	+1.76157200e+02
I3	122	20.07.2018	3487.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.98526134e+02	+1.76763705e+02
I3	123	20.08.2018	3518.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.99150299e+02	+1.77388461e+02
I3	124	19.09.2018	3548.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.99738501e+02	+1.77977197e+02
I3	125	19.10.2018	3578.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+2.00341319e+02	+1.78580633e+02
I3	126	19.11.2018	3609.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+2.00953404e+02	+1.79193317e+02
I3	127	19.12.2018	3639.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+2.01541416e+02	+1.79781855e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Обводнённость, доля"	"Забойное давление, Бара"	"WBP9, Бара"
I4	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72473422e+02
I4	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72473422e+02
I4	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72473422e+02
I4	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72473422e+02
I4	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72473422e+02
I4	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72473422e+02
I4	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72473422e+02
I4	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72473422e+02
I4	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72415147e+02
I4	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72196598e+02
I4	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71861152e+02
I4	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71305340e+02
I4	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.70678551e+02
I4	15	27.10.2009	299.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69922903e+02
I4	16	27.11.2009	330.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.68865689e+02
I4	17	26.12.2009	359.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67766278e+02
I4	18	26.01.2010	390.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66367572e+02
I4	19	25.02.2010	420.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64994441e+02
I4	20	26.03.2010	449.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63594289e+02
I4	21	26.04.2010	480.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61930580e+02
I4	22	25.05.2010	509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60280387e+02
I4	23	24.06.2010	539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58508044e+02
I4	24	25.07.2010	570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56619938e+02
I4	25	30.07.2010	575.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56314668e+02
I4	26	09.08.2010	585.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55689949e+02
I4	27	23.08.2010	599.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54797856e+02
I4	28	23.09.2010	630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.52752725e+02
I4	29	23.10.2010	660.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51171293e+02
I4	30	21.11.2010	689.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.50090776e+02
I4	31	22.12.2010	720.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.46510743e+02	+1.45607931e+02
I4	32	20.01.2011	749.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.46043902e+02	+1.45134046e+02
I4	33	20.02.2011	780.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45622052e+02	+1.44712293e+02
I4	34	22.03.2011	810.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45388287e+02	+1.44478613e+02
I4	35	20.04.2011	839.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45359221e+02	+1.44449635e+02
I4	36	21.05.2011	870.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45578033e+02	+1.44668554e+02
I4	37	20.06.2011	900.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.45882045e+02	+1.44972635e+02
I4	38	20.07.2011	930.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.46206901e+02	+1.45297538e+02
I4	39	20.08.2011	961.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.46556722e+02	+1.45647389e+02
I4	40	19.09.2011	991.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.46882165e+02	+1.45972858e+02
I4	41	20.10.2011	1022.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.47215445e+02	+1.46306162e+02
I4	42	19.11.2011	1052.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.47542235e+02	+1.46632970e+02
I4	43	20.12.2011	1083.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.47871200e+02	+1.46961951e+02
I4	44	19.01.2012	1113.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.48174309e+02	+1.47265076e+02
I4	45	18.02.2012	1143.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.48481096e+02	+1.47571879e+02
I4	46	20.03.2012	1174.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.48801856e+02	+1.47892653e+02
I4	47	19.04.2012	1204.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49109688e+02	+1.48200498e+02
I4	48	20.05.2012	1235.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49426082e+02	+1.48516906e+02
I4	49	19.06.2012	1265.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49709601e+02	+1.48800439e+02
I4	50	20.07.2012	1296.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.50018581e+02	+1.49109427e+02
I4	51	19.08.2012	1326.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.50317318e+02	+1.49408177e+02
I4	52	18.09.2012	1356.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.50626742e+02	+1.49717616e+02
I4	53	19.10.2012	1387.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.50936149e+02	+1.50027032e+02
I4	54	18.11.2012	1417.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51238014e+02	+1.50328906e+02
I4	55	19.12.2012	1448.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51551905e+02	+1.50642803e+02
I4	56	18.01.2013	1478.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51843583e+02	+1.50934497e+02
I4	57	18.02.2013	1509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.52128380e+02	+1.51219313e+02
I4	58	20.03.2013	1539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.52420497e+02	+1.51511437e+02
I4	59	20.04.2013	1570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.52733101e+02	+1.51824049e+02
I4	60	20.05.2013	1600.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53038268e+02	+1.52129228e+02
I4	61	19.06.2013	1630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53328520e+02	+1.52419487e+02
I4	62	20.07.2013	1661.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53638029e+02	+1.52729010e+02
I4	63	19.08.2013	1691.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53932146e+02	+1.53023138e+02
I4	64	19.09.2013	1722.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54248881e+02	+1.53339884e+02
I4	65	19.10.2013	1752.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54562527e+02	+1.53653537e+02
I4	66	19.11.2013	1783.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54863093e+02	+1.53954118e+02
I4	67	19.12.2013	1813.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55170435e+02	+1.54261469e+02
I4	68	19.01.2014	1844.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55461336e+02	+1.54552379e+02
I4	69	18.02.2014	1874.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55735771e+02	+1.54826819e+02
I4	70	20.03.2014	1904.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56023971e+02	+1.55115032e+02
I4	71	20.04.2014	1935.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56324944e+02	+1.55416022e+02
I4	72	20.05.2014	1965.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56616810e+02	+1.55707892e+02
I4	73	20.06.2014	1996.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56916476e+02	+1.56007568e+02
I4	74	20.07.2014	2026.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57205856e+02	+1.56296956e+02
I4	75	20.08.2014	2057.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57505357e+02	+1.56596463e+02
I4	76	19.09.2014	2087.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57791211e+02	+1.56882331e+02
I4	77	19.10.2014	2117.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58084575e+02	+1.57175702e+02
I4	78	19.11.2014	2148.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58390955e+02	+1.57482092e+02
I4	79	19.12.2014	2178.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58695999e+02	+1.57787142e+02
I4	80	19.01.2015	2209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58986148e+02	+1.58077308e+02
I4	81	18.02.2015	2239.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59285011e+02	+1.58376183e+02
I4	82	21.03.2015	2270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59596229e+02	+1.58687411e+02
I4	83	20.04.2015	2300.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.59888488e+02	+1.58979682e+02
I4	84	21.05.2015	2331.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60199458e+02	+1.59290656e+02
I4	85	20.06.2015	2361.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60485227e+02	+1.59576438e+02
I4	86	20.07.2015	2391.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60769790e+02	+1.59861009e+02
I4	87	20.08.2015	2422.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61061334e+02	+1.60152567e+02
I4	88	19.09.2015	2452.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61352584e+02	+1.60443825e+02
I4	89	20.10.2015	2483.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61660571e+02	+1.60751814e+02
I4	90	19.11.2015	2513.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.61941745e+02	+1.61032997e+02
I4	91	20.12.2015	2544.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62231535e+02	+1.61322804e+02
I4	92	19.01.2016	2574.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62523677e+02	+1.61614951e+02
I4	93	18.02.2016	2604.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62812679e+02	+1.61903968e+02
I4	94	20.03.2016	2635.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63109566e+02	+1.62200864e+02
I4	95	19.04.2016	2665.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63395148e+02	+1.62486459e+02
I4	96	20.05.2016	2696.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63683994e+02	+1.62775317e+02
I4	97	19.06.2016	2726.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63970628e+02	+1.63061961e+02
I4	98	20.07.2016	2757.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64277418e+02	+1.63368757e+02
I4	99	19.08.2016	2787.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64553025e+02	+1.63644377e+02
I4	100	18.09.2016	2817.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.64843407e+02	+1.63934772e+02
I4	101	19.10.2016	2848.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.65148692e+02	+1.64240061e+02
I4	102	18.11.2016	2878.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.65452590e+02	+1.64543969e+02
I4	103	19.12.2016	2909.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.65767393e+02	+1.64858781e+02
I4	104	18.01.2017	2939.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66056714e+02	+1.65148114e+02
I4	105	18.02.2017	2970.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66347458e+02	+1.65438873e+02
I4	106	20.03.2017	3000.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66651609e+02	+1.65743031e+02
I4	107	20.04.2017	3031.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66932717e+02	+1.66024148e+02
I4	108	20.05.2017	3061.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67230529e+02	+1.66321968e+02
I4	109	19.06.2017	3091.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67523541e+02	+1.66614991e+02
I4	110	20.07.2017	3122.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67944887e+02	+1.67036405e+02
I4	111	19.08.2017	3152.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.68373087e+02	+1.67464635e+02
I4	112	19.09.2017	3183.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.68836140e+02	+1.67927702e+02
I4	113	19.10.2017	3213.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69276422e+02	+1.68367998e+02
I4	114	19.11.2017	3244.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69726771e+02	+1.68818372e+02
I4	115	19.12.2017	3274.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.70174541e+02	+1.69266153e+02
I4	116	19.01.2018	3305.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.70640112e+02	+1.69731733e+02
I4	117	18.02.2018	3335.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71083109e+02	+1.70174748e+02
I4	118	20.03.2018	3365.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71597948e+02	+1.70689635e+02
I4	119	20.04.2018	3396.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72182180e+02	+1.71273902e+02
I4	120	20.05.2018	3426.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72758644e+02	+1.71850397e+02
I4	121	20.06.2018	3457.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.73363717e+02	+1.72455498e+02
I4	122	20.07.2018	3487.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.73976952e+02	+1.73068757e+02
I4	123	20.08.2018	3518.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.74605046e+02	+1.73696875e+02
I4	124	19.09.2018	3548.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.75193894e+02	+1.74285752e+02
I4	125	19.10.2018	3578.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.75790064e+02	+1.74881938e+02
I4	126	19.11.2018	3609.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.76402269e+02	+1.75494172e+02
I4	127	19.12.2018	3639.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.76994073e+02	+1.76085993e+02
Объект	Шаг	Дата	Дней	"Дебит нефти, ст.м3/сут"	"Дебит воды, ст.м3/сут"	"Обводнённость, доля"	"Забойное давление, Бара"	"WBP9, Бара"
I5	2	02.01.2009	1.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72696708e+02
I5	3	03.01.2009	2.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72696708e+02
I5	4	08.01.2009	7.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72696708e+02
I5	5	16.01.2009	15.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72696708e+02
I5	6	31.01.2009	30.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72696708e+02
I5	7	01.03.2009	59.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72696708e+02
I5	8	01.04.2009	90.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72696708e+02
I5	9	30.04.2009	119.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72696708e+02
I5	10	30.05.2009	149.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72613525e+02
I5	11	30.06.2009	180.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.72356253e+02
I5	12	29.07.2009	209.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71950700e+02
I5	13	29.08.2009	240.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.71312341e+02
I5	14	28.09.2009	270.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.70652390e+02
I5	15	27.10.2009	299.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.69865791e+02
I5	16	27.11.2009	330.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.68851899e+02
I5	17	26.12.2009	359.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.67805163e+02
I5	18	26.01.2010	390.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.66490290e+02
I5	19	25.02.2010	420.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.65151137e+02
I5	20	26.03.2010	449.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.63746048e+02
I5	21	26.04.2010	480.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.62065379e+02
I5	22	25.05.2010	509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.60401138e+02
I5	23	24.06.2010	539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58617170e+02
I5	24	25.07.2010	570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56726015e+02
I5	25	30.07.2010	575.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56418232e+02
I5	26	09.08.2010	585.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55789568e+02
I5	27	23.08.2010	599.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54895283e+02
I5	28	23.09.2010	630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.52852999e+02
I5	29	23.10.2010	660.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51149845e+02
I5	30	21.11.2010	689.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49865160e+02
I5	31	22.12.2010	720.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.48973947e+02
I5	32	20.01.2011	749.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49687967e+02	+1.47448864e+02
I5	33	20.02.2011	780.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49407787e+02	+1.47165599e+02
I5	34	22.03.2011	810.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49277106e+02	+1.47034758e+02
I5	35	20.04.2011	839.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49337350e+02	+1.47094866e+02
I5	36	21.05.2011	870.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.49660220e+02	+1.47417601e+02
I5	37	20.06.2011	900.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.50024891e+02	+1.47782191e+02
I5	38	20.07.2011	930.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.50386154e+02	+1.48143414e+02
I5	39	20.08.2011	961.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.50749965e+02	+1.48507221e+02
I5	40	19.09.2011	991.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51087493e+02	+1.48844750e+02
I5	41	20.10.2011	1022.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51429250e+02	+1.49186519e+02
I5	42	19.11.2011	1052.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.51758403e+02	+1.49515693e+02
I5	43	20.12.2011	1083.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.52090141e+02	+1.49847451e+02
I5	44	19.01.2012	1113.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.52394793e+02	+1.50152121e+02
I5	45	18.02.2012	1143.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.52701335e+02	+1.50458690e+02
I5	46	20.03.2012	1174.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53019231e+02	+1.50776617e+02
I5	47	19.04.2012	1204.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53327893e+02	+1.51085305e+02
I5	48	20.05.2012	1235.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53644663e+02	+1.51402106e+02
I5	49	19.06.2012	1265.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.53930408e+02	+1.51687865e+02
I5	50	20.07.2012	1296.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54231521e+02	+1.51989021e+02
I5	51	19.08.2012	1326.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54533511e+02	+1.52291035e+02
I5	52	18.09.2012	1356.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.54842585e+02	+1.52600142e+02
I5	53	19.10.2012	1387.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55152286e+02	+1.52909868e+02
I5	54	18.11.2012	1417.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55450961e+02	+1.53208577e+02
I5	55	19.12.2012	1448.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.55761504e+02	+1.53519155e+02
I5	56	18.01.2013	1478.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56055100e+02	+1.53812772e+02
I5	57	18.02.2013	1509.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56341162e+02	+1.54098852e+02
I5	58	20.03.2013	1539.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56632421e+02	+1.54390144e+02
I5	59	20.04.2013	1570.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.56941819e+02	+1.54699578e+02
I5	60	20.05.2013	1600.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57247943e+02	+1.55005734e+02
I5	61	19.06.2013	1630.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57534454e+02	+1.55292274e+02
I5	62	20.07.2013	1661.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.57845222e+02	+1.55603074e+02
I5	63	19.08.2013	1691.0000	+0.00000000e+00	+0.00000000e+00	+0.00000000e+00	+1.58139675e+02	+1.55897549e+02
